,Item_id,sales_qty,sales_amt,COGS,profit,Comments,Status,Performance_Category,style_category,profit_margin,Customer,Total_Qty,Brand,Closeout_Qty
639,BB0137SS-KO-S,24.0,7440.0,4842.03,0.536545,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,TB01,7.211626344086022e-05,K029,2.0,Unbranded,0.0
640,R10364SS-KO-S,12.0,420.0,304.26,0.380398,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,WED BAND,0.0009057095238095,K029,1.0,Unbranded,0.0
641,R10364SSPV-KO-S,5.0,175.0,146.04,0.198301,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,WED BAND,0.0011331485714285,K029,5.0,Unbranded,0.0
642,R10364SSYV-KO-S,10.0,350.0,289.32,0.209733,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,WED BAND,0.0005992371428571,K029,1.0,Unbranded,0.0
643,B204114KW-MA-S,1.0,2041.86,1514.0,0.348652,NEEDS  MACY'S INSPECTION BEFORE RTS,Active,Deadweight,BRACELET,0.0001707521573467,MA001,6.0,N/A,0.0
644,B228110KP-MA-S,151.0,36220.0,25453.65,0.422978,None,Active,Overstocked / Slow Moving,BRACELET,1.1678023191606847e-05,MA001,35.0,N/A,0.0
645,B228110KY-MA-S,92.0,22080.0,16353.19,0.350195,None,Active,Healthy,BRACELET,1.586028079710145e-05,MA001,4.0,N/A,0.0
646,B228110KY-MA-S,92.0,22080.0,16353.19,0.350195,None,Active,Hot Seller,BRACELET,1.586028079710145e-05,MA001,0.0,N/A,0.0
647,B235414KY-MA-S,6.0,8100.0,6943.68,0.166528,None,Active,Hot Seller,BRACELET,2.055901234567901e-05,MA001,2.0,N/A,0.0
648,B235614KY-MA-S,6.0,14947.5,12526.92,0.19323,None,Active,Hot Seller,BRACELET,1.2927245358755643e-05,MA001,2.0,N/A,0.0
649,B261814KY-MA-S,4.0,35900.0,27506.38,0.305151,None,Active,Low Inventory,BRACELET,8.500027855153204e-06,MA001,1.0,N/A,0.0
650,B279810KW-31-S,7.0,27370.0,19784.1,0.383434,None,Active,Hot Seller,BRACELET,1.4009280233832664e-05,MA001,0.0,N/A,0.0
651,B279810KY-31-S,6.0,22800.0,20164.97,0.130673,NEEDS  MACY'S INSPECTION BEFORE RTS,Active,Hot Seller,BRACELET,5.731271929824562e-06,MA001,0.0,N/A,0.0
652,BB004014KY-MA-S,7.0,31500.0,24847.2,0.267748,CLOSEOUT,Active,Hot Seller,BRACELET,8.499936507936507e-06,MA001,0.0,N/A,0.0
653,R1594218KY-31-S,1.0,854.0,708.19,0.205891,None,Active,Review,BRIDAL RING,0.0002410901639344,MA001,1.0,N/A,0.0
654,R15942PLT-31-S,1.0,854.0,686.61,0.243791,None,Active,Review,BRIDAL RING,0.0002854695550351,MA001,1.0,N/A,0.0
655,R15943PLT-31-S,2.0,2789.0,2208.62,0.262779,None,Active,Healthy,BRIDAL RING,9.421979204015776e-05,MA001,1.0,N/A,0.0
656,R15944PLT-31-S,2.0,5260.0,4126.62,0.27465,None,Active,Healthy,BRIDAL RING,5.221482889733841e-05,MA001,2.0,N/A,0.0
657,R15945PLT-31-S,1.0,5338.0,3909.59,0.36536,None,Active,Review,BRIDAL RING,6.844511052828775e-05,MA001,0.0,N/A,0.0
658,R1594618KY-31-S,1.0,9115.0,7378.65,0.23532,None,Active,Review,BRIDAL RING,2.5816785518376305e-05,MA001,3.0,N/A,0.0
659,R15946PLT-31-S,1.0,9115.0,6994.92,0.303088,None,Active,Review,BRIDAL RING,3.325156335710368e-05,MA001,0.0,N/A,0.0
660,R545114KP-31-S,30.0,6150.0,6121.76,0.004613,None,Active,Overstocked / Slow Moving,BRIDAL RING,7.500813008130081e-07,MA001,17.0,N/A,0.0
661,R545114KW-31-S,78.0,16065.0,16090.86,-0.001607,None,Active,Hot Seller,BRIDAL RING,-1.0003112356053533e-07,MA001,0.0,N/A,0.0
662,R545114KY-31-S,58.0,12115.0,11820.26,0.024935,None,Active,Hot Seller,BRIDAL RING,2.058192323565828e-06,MA001,1.0,N/A,0.0
663,R545314KP-31-S,6.0,1800.0,1299.36,0.385297,None,Active,Overstocked / Slow Moving,BRIDAL RING,0.0002140538888888,MA001,19.0,N/A,0.0
664,R545314KW-31-S,25.0,7520.0,5514.45,0.363689,None,Active,Overstocked / Slow Moving,BRIDAL RING,4.836289893617021e-05,MA001,11.0,N/A,0.0
665,R545314KY-31-S,18.0,5420.0,4007.94,0.352315,None,Active,Healthy,BRIDAL RING,6.500276752767527e-05,MA001,10.0,N/A,0.0
666,R960714KPER-31-S,6.0,1740.0,1339.38,0.299108,None,Active,Overstocked / Slow Moving,BRIDAL RING,0.0001719011494252,MA001,21.0,N/A,0.0
667,R960714KWER-31-S,43.0,12470.0,9165.8,0.360492,None,Active,Healthy,BRIDAL RING,2.890874097834804e-05,MA001,5.0,N/A,0.0
668,R960714KYER-31-S,29.0,8450.0,6337.28,0.333379,None,Active,Healthy,BRIDAL RING,3.945313609467456e-05,MA001,6.0,N/A,0.0
669,E150210KP-MA-S,21.0,6615.0,5629.03,0.175158,NEEDS  MACY'S INSPECTION BEFORE RTS,Active,Hot Seller,EARRING,2.647891156462585e-05,MA001,3.0,N/A,0.0
670,E248810KP-MA-S,16.0,4107.04,3419.12,0.201197,None,Active,Healthy,EARRING,4.898832249016323e-05,MA001,6.0,N/A,0.0
671,E248810KY-MA-S,22.0,5647.18,4429.17,0.274997,None,Active,Hot Seller,EARRING,4.869634047436065e-05,MA001,0.0,N/A,0.0
672,E304710KW-MA-S,8.0,6972.5,5050.48,0.380561,NEEDS  MACY'S INSPECTION BEFORE RTS,Active,Hot Seller,EARRING,5.458027967013266e-05,MA001,2.0,N/A,0.0
673,E304710KY-MA-S,5.0,4415.0,3317.16,0.330957,NEEDS  MACY'S INSPECTION BEFORE RTS,Active,Hot Seller,EARRING,7.496194790486977e-05,MA001,0.0,N/A,0.0
674,E311910KW-MA-S,69.0,5330.0,3713.33,0.435369,None,Active,Hot Seller,EARRING,8.16827392120075e-05,MA001,0.0,N/A,0.0
675,E313010KP-MA-S,15.0,1240.0,936.4,0.32422,None,Active,Hot Seller,EARRING,0.0002614677419354,MA001,1.0,N/A,0.0
676,E313910KP-MA-S,26.0,2080.0,1462.98,0.421755,None,Active,Healthy,EARRING,0.000202766826923,MA001,7.0,N/A,0.0
677,E313910KY-MA-S,25.0,2000.0,1430.4,0.39821,None,Active,Hot Seller,EARRING,0.000199105,MA001,3.0,N/A,0.0
678,E314010KP-MA-S,7.0,820.0,613.17,0.337312,None,Active,Hot Seller,EARRING,0.0004113560975609,MA001,0.0,N/A,0.0
679,E314210KP-MA-S,7.0,582.0,420.09,0.385417,None,Active,Healthy,EARRING,0.0006622285223367,MA001,9.0,N/A,0.0
680,E314210KW-MA-S,17.0,1390.0,979.25,0.419453,None,Active,Hot Seller,EARRING,0.0003017647482014,MA001,0.0,N/A,0.0
681,E314210KY-MA-S,13.0,1074.0,760.47,0.412284,None,Active,Hot Seller,EARRING,0.000383877094972,MA001,1.0,N/A,0.0
682,R960614KWER-31-S,36.0,10650.0,7865.37,0.354036,None,Active,Healthy,ENG RING,3.3242816901408454e-05,MA001,5.0,N/A,0.0
683,R960614KYER-31-S,22.0,6485.0,4922.29,0.317476,None,Active,Healthy,ENG RING,4.8955435620663065e-05,MA001,10.0,N/A,0.0
684,B2721SSBKBLK-MA-S,19.0,18025.0,13017.66,0.384657,NEEDS  MACY'S INSPECTION BEFORE RTS,Active,Hot Seller,GB01,2.1340194174757283e-05,MA001,2.0,N/A,0.0
685,B289210KW-31-S,4.0,14370.0,9130.48,0.573849,NEEDS  MACY'S INSPECTION BEFORE RTS,Active,Low Inventory,GB01,3.9933820459290194e-05,MA001,2.0,N/A,0.0
686,R10991SSBLK-MA-S,39.0,6690.0,5066.0,0.320568,None,Active,Hot Seller,GENTS RING,4.791748878923767e-05,MA001,0.0,N/A,0.0
687,R1204410KW-MA-S,34.0,8670.0,7568.69,0.145508,NEEDS  MACY'S INSPECTION BEFORE RTS,Active,Hot Seller,GENTS RING,1.6782929642445215e-05,MA001,0.0,N/A,0.0
688,R1210410KY-MA-S,35.0,11395.0,9587.56,0.188519,None,Active,Hot Seller,GENTS RING,1.654401053093462e-05,MA001,0.0,N/A,0.0
689,R1253714KW-MA-S,39.0,30855.0,23182.94,0.330935,None,Active,Hot Seller,GENTS RING,1.072549019607843e-05,MA001,1.0,N/A,0.0
690,R1253714KY-MA-S,51.0,39134.0,32245.45,0.213628,None,Active,Healthy,GENTS RING,5.458884857157459e-06,MA001,5.0,N/A,0.0
691,R1360410KW-31-S,5.0,13875.0,10035.32,0.382616,NEEDS  MACY'S INSPECTION BEFORE RTS,Active,Hot Seller,GENTS RING,2.757592792792793e-05,MA001,0.0,N/A,0.0
692,R1360410KY-31-S,6.0,17700.0,12170.72,0.45431,NEEDS  MACY'S INSPECTION BEFORE RTS,Active,Hot Seller,GENTS RING,2.566723163841808e-05,MA001,0.0,N/A,0.0
693,R1402510KY-31-S,2.0,4800.0,3555.28,0.350104,None,Active,Healthy,GENTS RING,7.293833333333333e-05,MA001,4.0,N/A,0.0
694,R570410KTTR-MA-S,182.0,96240.0,67073.11,0.434852,NOT AVAILABLE TO SIZE,Active,Hot Seller,GENTS RING,4.518412302576891e-06,MA001,0.0,N/A,0.0
695,R570510KTTR-MA-S,124.0,115033.5,88732.82,0.296403,NOT AVAILABLE TO SIZE,Active,Healthy,GENTS RING,2.5766667970634643e-06,MA001,5.0,N/A,0.0
696,R645210KTT-MA-S,34.0,26785.0,23080.44,0.160506,NOT AVAILABLE TO SIZE,Active,Overstocked / Slow Moving,GENTS RING,5.992383796901251e-06,MA001,12.0,N/A,0.0
697,RR045110KPSS-MA-S,12.0,942.84,409.32,1.30343,None,Active,Hot Seller,,0.0013824508930465,MA001,0.0,N/A,0.0
698,N104910KW24-31-S,2.0,5900.0,4240.1,0.391476,NEEDS  MACY'S INSPECTION BEFORE RTS,Active,Healthy,NECKLACE,6.635186440677966e-05,MA001,9.0,N/A,0.0
699,N104910KY-31-S,24.0,50865.0,46429.12,0.09554,NEEDS  MACY'S INSPECTION BEFORE RTS,Active,Hot Seller,NECKLACE,1.878305317998624e-06,MA001,1.0,N/A,0.0
700,N104910KY24-31-S,5.0,15670.0,10600.25,0.478267,NEEDS  MACY'S INSPECTION BEFORE RTS,Active,Healthy,NECKLACE,3.05211869814933e-05,MA001,5.0,N/A,0.0
701,N105510KW-MA-S,37.0,121317.5,88444.3,0.371682,NEEDS  MACY'S INSPECTION BEFORE RTS,Active,Overstocked / Slow Moving,NECKLACE,3.06371298452408e-06,MA001,14.0,N/A,0.0
702,N105510KW22-31-S,23.0,102192.5,73727.59,0.386082,NEEDS  MACY'S INSPECTION BEFORE RTS,Active,Hot Seller,NECKLACE,3.777987621400788e-06,MA001,3.0,N/A,0.0
703,N1055SSBLK-MA-S,15.0,15800.0,12946.42,0.220414,NEEDS  MACY'S INSPECTION BEFORE RTS,Active,Hot Seller,NECKLACE,1.3950253164556962e-05,MA001,0.0,N/A,0.0
704,N669SS-MA-S,14.0,1125.0,683.22,0.646614,DO NOT USE FOR ZA OR KO,Active,Healthy,NECKLACE,0.000574768,MA001,6.0,N/A,0.0
705,N670SS-MA-S,16.0,1285.0,739.96,0.73658,DO NOT USE FOR ZA OR KO,Active,Healthy,NECKLACE,0.0005732140077821,MA001,6.0,N/A,0.0
706,N671SS-MA-S,23.0,1855.0,1103.7,0.68071,DO NOT USE FOR ZA OR KO ,Active,Healthy,NECKLACE,0.0003669595687331,MA001,6.0,N/A,0.0
707,N672SS-MA-S,22.0,1775.0,1025.72,0.730491,DO NOT USE FOR ZA OR KO  ,Active,Healthy,NECKLACE,0.0004115442253521,MA001,5.0,N/A,0.0
708,N673SS-MA-S,28.0,2250.0,541.7,3.15359,DO NOT USE FOR ZA OR KO ,Active,Healthy,NECKLACE,0.0014015955555555,MA001,7.0,N/A,0.0
709,N674SS-MA-S,17.0,1360.0,813.8,0.671172,DO NOT USE FOR ZA OR KO,Active,Healthy,NECKLACE,0.0004935088235294,MA001,7.0,N/A,0.0
710,N675SS-MA-S,22.0,1765.0,521.26,2.386026,DO NOT USE FOR ZA OR KO ,Active,Healthy,NECKLACE,0.0013518560906515,MA001,7.0,N/A,0.0
711,N676SS-MA-S,22.0,1770.0,383.67,3.613339,DO NOT USE FOR ZA OR KO ,Active,Overstocked / Slow Moving,NECKLACE,0.0020414344632768,MA001,13.0,N/A,0.0
712,N677SS-MA-S,26.0,2090.0,355.89,4.872601,DO NOT USE FOR ZA OR KO ,Active,Overstocked / Slow Moving,NECKLACE,0.0023313880382775,MA001,82.0,N/A,0.0
713,N678SS-MA-S,13.0,1040.0,535.21,0.943162,DO NOT USE FOR ZA OR KO ,Active,Hot Seller,NECKLACE,0.0009068865384615,MA001,3.0,N/A,0.0
714,N680SS-MA-S,19.0,1525.0,883.79,0.725523,DO NOT USE FOR ZA OR KO ,Active,Overstocked / Slow Moving,NECKLACE,0.0004757527868852,MA001,12.0,N/A,0.0
715,N92710KP-MA-S,28.0,3860.0,3211.88,0.201788,None,Active,Healthy,NECKLACE,5.227668393782384e-05,MA001,6.0,N/A,0.0
716,N92710KY-MA-S,40.0,5640.0,4807.28,0.17322,None,Active,Healthy,NECKLACE,3.071276595744681e-05,MA001,6.0,N/A,0.0
717,N94210KP-MA-S,5.0,755.0,616.57,0.224516,None,Active,Overstocked / Slow Moving,NECKLACE,0.0002973721854304,MA001,12.0,N/A,0.0
718,N94210KY-MA-S,10.0,1370.0,1099.15,0.246417,None,Active,Overstocked / Slow Moving,NECKLACE,0.0001798664233576,MA001,13.0,N/A,0.0
719,N94310KY-MA-S,33.0,4430.0,3293.07,0.345249,None,Active,Hot Seller,NECKLACE,7.793431151241534e-05,MA001,0.0,N/A,0.0
720,P1917SS-MA-S,53.0,4440.87,3996.2,0.111273,None,Active,Hot Seller,PENDANT,2.505657675185268e-05,MA001,0.0,N/A,0.0
721,P2242SSPV-MA-S,94.0,9335.44,7449.14,0.253223,None,Active,Healthy,PENDANT,2.7124913233870063e-05,MA001,6.0,N/A,0.0
722,P2485SS-MA-S,2.0,186.0,149.48,0.244313,None,Active,Healthy,PENDANT,0.0013135107526881,MA001,0.0,N/A,0.0
723,P3474SSBK-31-S,4.0,880.0,597.76,0.472162,NEEDS  MACY'S INSPECTION BEFORE RTS,Active,Healthy,PENDANT,0.0005365477272727,MA001,3.0,N/A,0.0
724,P3474SSYVBK-31-S,5.0,1115.0,769.45,0.449087,NEEDS  MACY'S INSPECTION BEFORE RTS,Active,Hot Seller,PENDANT,0.0004027686098654,MA001,1.0,N/A,0.0
725,PP029810KPSS-MA-S,2.0,118.54,27.76,3.270172,None,Active,Healthy,PENDANT,0.0275870760924582,MA001,0.0,N/A,0.0
726,R1089410KW-MA-S,31.0,12651.0,9824.53,0.287695,None,Active,Healthy,RING,2.274089004821753e-05,MA001,4.0,N/A,0.0
727,R1089410KY-MA-S,37.0,15696.25,11665.7,0.345504,None,Active,Hot Seller,RING,2.2011881818905788e-05,MA001,2.0,N/A,0.0
728,R1231810KP-MA-S,11.0,1650.0,1174.99,0.404267,None,Active,Healthy,RING,0.0002450103030303,MA001,8.0,N/A,0.0
729,R1231810KW-MA-S,28.0,4200.0,3119.22,0.34649,None,Active,Hot Seller,RING,8.249761904761905e-05,MA001,3.0,N/A,0.0
730,R14643SS-31-S,24.0,2400.0,1576.28,0.522572,None,Active,Healthy,RING,0.0002177383333333,MA001,6.0,N/A,0.0
731,R14643SSYV-31-S,26.0,2600.0,1960.3,0.326327,None,Active,Healthy,RING,0.0001255103846153,MA001,8.0,N/A,0.0
732,R730410KP-MA-S,291.0,46745.0,37679.8,0.240585,None,Active,Overstocked / Slow Moving,RING,5.146753663493422e-06,MA001,18.0,N/A,0.0
733,R730410KW-MA-S,1698.0,271390.0,218304.75,0.24317,None,Active,Overstocked / Slow Moving,RING,8.960168023877077e-07,MA001,188.0,N/A,0.0
734,R730410KY-MA-S,1988.0,319860.0,253345.2,0.262546,None,Active,Overstocked / Slow Moving,RING,8.208153567185644e-07,MA001,128.0,N/A,0.0
735,R970110KPK-MA-S,544.0,87400.0,65854.91,0.327159,None,Active,Overstocked / Slow Moving,RING,3.743237986270023e-06,MA001,79.0,N/A,0.0
736,R970110KW-MA-S,1805.0,292221.0,220299.47,0.326471,None,Active,Overstocked / Slow Moving,RING,1.1172058134083451e-06,MA001,571.0,N/A,0.0
737,R970110KY-MA-S,2356.0,375415.0,285731.88,0.313871,None,Active,Overstocked / Slow Moving,RING,8.360640890747573e-07,MA001,312.0,N/A,0.0
738,RR784510KP-MA-S,275.0,44705.0,32033.93,0.395551,NOT AVAILABLE TO SIZE,Active,Overstocked / Slow Moving,RING,8.84802594788055e-06,MA001,55.0,N/A,0.0
739,RR784510KW-MA-S,493.0,79555.0,58243.37,0.365906,NOT AVAILABLE TO SIZE,Active,Overstocked / Slow Moving,RING,4.5994092137514925e-06,MA001,62.0,N/A,0.0
740,RR784510KY-MA-S,833.0,135115.0,98990.33,0.364931,NOT AVAILABLE TO SIZE,Active,Overstocked / Slow Moving,RING,2.7008918328830995e-06,MA001,131.0,N/A,0.0
741,RR784610KP-MA-S,205.0,33295.0,22060.9,0.509231,None,Active,Overstocked / Slow Moving,RING,1.5294518696500976e-05,MA001,41.0,N/A,0.0
742,RR784610KW-MA-S,209.0,33695.0,23040.84,0.462403,None,Active,Overstocked / Slow Moving,RING,1.3723193352129396e-05,MA001,57.0,N/A,0.0
743,RR784610KY-MA-S,306.0,49810.0,33071.76,0.506118,None,Active,Hot Seller,RING,1.0160971692431235e-05,MA001,1.0,N/A,0.0
744,BB005314KY-MA-S,3.0,21900.0,15686.15,0.396136,None,Active,Healthy,TB01,1.8088401826484017e-05,MA001,4.0,N/A,0.0
745,R960614KPWB-31-S,14.0,2265.0,1686.59,0.342946,None,Active,Overstocked / Slow Moving,WED BAND,0.0001514110375275,MA001,17.0,N/A,0.0
746,R960614KWWB-31-S,64.0,10290.0,7175.56,0.434034,None,Active,Overstocked / Slow Moving,WED BAND,4.21801749271137e-05,MA001,15.0,N/A,0.0
747,R960614KYWB-31-S,52.0,8345.0,5783.19,0.442975,None,Active,Healthy,WED BAND,5.308268424206112e-05,MA001,10.0,N/A,0.0
748,AK0011SSYV-QV-S,6.0,855.5,644.49,0.327406,None,Active,Hot Seller,ANKLET,,QV001,1.0,N/A,0.0
749,AK0014SSYV-QV-S,5.0,654.75,499.0,0.312124,None,Active,Hot Seller,ANKLET,,QV001,0.0,N/A,0.0
750,B2805SS-QV-S,4.0,761.5,507.91,0.499281,None,Active,Low Inventory,BRACELET,,QV001,1.0,N/A,0.0
751,R423214KTT-QV-S,10.0,7177.5,5004.4,0.434237,None,Active,Hot Seller,BRIDAL RING,,QV001,2.0,N/A,0.0
752,R7889SSTTR-QV-S,19.0,4771.94,3641.47,0.310443,None,Active,Healthy,BRIDAL RING,,QV001,8.0,N/A,0.0
753,E3319SSBLK-QV-S,2.0,665.0,541.13,0.228909,None,Active,Healthy,EARRING,,QV001,0.0,N/A,0.0
754,E3453SSBLKOX-QV-S,6.0,526.0,395.88,0.328685,None,Active,Hot Seller,EARRING,,QV001,1.0,N/A,0.0
755,E3453SSYVBLKOXQV-S,-2.0,-180.0,-131.96,0.364049,None,Active,Review,EARRING,,QV001,0.0,N/A,0.0
756,E3454SSYVBLK-QV-S,5.0,637.0,488.4,0.304258,None,Active,Hot Seller,EARRING,,QV001,1.0,N/A,0.0
757,E3458SSBLK-QV-S,8.0,1088.0,821.76,0.323987,None,Active,Hot Seller,EARRING,,QV001,2.0,N/A,0.0
758,E352114KW-QV-S,1.0,455.0,350.39,0.298553,None,Active,Review,EARRING,,QV001,4.0,N/A,0.0
759,B2609SSYVBLK-QV-S,15.0,2220.0,1710.11,0.298162,None,Active,Hot Seller,GB01,,QV001,0.0,N/A,0.0
760,B268514KY-QV-S,1.0,2435.0,1827.47,0.332443,CLOSEOUT,Active,Review,GB01,,QV001,2.0,N/A,0.0
761,B2734SS-QV-S,1.0,1130.0,848.39,0.331934,None,Active,Review,GB01,,QV001,2.0,N/A,0.0
762,R12478SSTTR-QV-S,3.0,369.0,987.78,-0.626435,None,Active,Overstocked / Slow Moving,GENTS RING,,QV001,11.0,N/A,0.0
763,R12806SSTTROX-QV-S,17.0,1445.0,1073.15,0.346503,None,Active,Hot Seller,GENTS RING,,QV001,1.0,N/A,0.0
764,N1091SSYV-QV-S,3.0,855.0,665.1,0.28552,None,Active,Healthy,NECKLACE,,QV001,4.0,N/A,0.0
765,N1096SSBLK-QV-S,4.0,468.0,382.96,0.222059,None,Active,Low Inventory,NECKLACE,,QV001,0.0,N/A,0.0
766,N1102SSYV-QV-S,1.0,140.0,105.46,0.327517,None,Active,Review,NECKLACE,,QV001,0.0,N/A,0.0
767,N120314KW-QV-S,0.0,-51.0,0.0,0.0,CLOSEOUT,Active,Review,NECKLACE,,QV001,3.0,N/A,0.0
768,N1205SS-QV-S,6.0,591.0,415.86,0.421151,None,Active,Hot Seller,NECKLACE,,QV001,1.0,N/A,0.0
769,N1205SSYV-QV-S,10.0,1029.0,718.4,0.432349,None,Active,Hot Seller,NECKLACE,,QV001,1.0,N/A,0.0
770,N1226SS-QV-S,3.0,464.0,368.05,0.260698,None,Active,Healthy,NECKLACE,,QV001,4.0,N/A,0.0
771,N1226SSYV-QV-S,2.0,320.0,239.12,0.33824,None,Active,Healthy,NECKLACE,,QV001,1.0,N/A,0.0
772,N122814KW-QV-S,1.0,445.0,443.85,0.00259,CLOSEOUT,Active,Review,NECKLACE,,QV001,2.0,N/A,0.0
773,N122814KY-QV-S,2.0,900.0,757.4,0.188275,CLOSEOUT,Active,Healthy,NECKLACE,,QV001,2.0,N/A,0.0
774,N1229SS-QV-S,0.0,5.0,0.0,0.0,None,Active,Review,NECKLACE,,QV001,2.0,N/A,0.0
775,N1232SS-QV-S,2.0,820.0,609.5,0.345365,None,Active,Healthy,NECKLACE,,QV001,3.0,N/A,0.0
776,N742SS-QV-S,1.0,1375.0,1054.25,0.304244,None,Active,Review,NECKLACE,,QV001,0.0,N/A,0.0
777,P2938SSBK-QV-S,5.0,2000.0,1536.55,0.301617,None,Active,Hot Seller,PENDANT,,QV001,1.0,N/A,0.0
778,P296114KW-QV-S,0.0,0.0,0.0,0.0,CLOSEOUT,Active,Review,PENDANT,,QV001,2.0,N/A,0.0
779,P2963SSYVBLK-QV-S,3.0,1667.5,1359.69,0.226382,None,Active,Low Inventory,PENDANT,,QV001,1.0,N/A,0.0
780,P3020SSBLK-QV-S,4.0,546.0,446.0,0.224215,None,Active,Low Inventory,PENDANT,,QV001,0.0,N/A,0.0
781,P3022SSBK-QV-S,3.0,555.0,426.39,0.301625,None,Active,Low Inventory,PENDANT,,QV001,1.0,N/A,0.0
782,P3024SSYVBLK-QV-S,9.0,1156.0,910.2,0.27005,None,Active,Hot Seller,PENDANT,,QV001,1.0,N/A,0.0
783,P3027SS-QV-S,3.0,810.0,620.61,0.305167,None,Active,Healthy,PENDANT,,QV001,3.0,N/A,0.0
784,P3027SSYV-QV-S,3.0,810.0,633.33,0.278954,None,Active,Low Inventory,PENDANT,,QV001,2.0,N/A,0.0
785,P3028SSBLKBK-QV-S,3.0,362.5,292.71,0.238427,None,Active,Low Inventory,PENDANT,,QV001,0.0,N/A,0.0
786,P3033SSTT-QV-S,0.0,0.0,-2.13,-1.0,None,Active,Review,PENDANT,,QV001,3.0,N/A,0.0
787,P3039SSYV-QV-S,6.0,1440.0,1130.22,0.274088,None,Active,Hot Seller,PENDANT,,QV001,2.0,N/A,0.0
788,P3042SSBLK-QV-S,5.0,1500.0,1137.65,0.318507,None,Active,Hot Seller,PENDANT,,QV001,0.0,N/A,0.0
789,P3047SSYV-QV-S,9.0,1575.0,1272.04,0.238168,None,Active,Hot Seller,PENDANT,,QV001,2.0,N/A,0.0
790,P3048SS-QV-S,4.0,1740.0,1318.92,0.319261,None,Active,Low Inventory,PENDANT,,QV001,2.0,N/A,0.0
791,P3050SSYV-QV-S,1.0,410.0,318.53,0.287162,None,Active,Review,PENDANT,,QV001,1.0,N/A,0.0
792,P3060SSYVBLK-QV-S,6.0,1110.0,884.59,0.254818,None,Active,Hot Seller,PENDANT,,QV001,0.0,N/A,0.0
793,P3163SSYV-QV-S,1.0,295.0,232.01,0.271496,None,Active,Review,PENDANT,,QV001,2.0,N/A,0.0
794,P3357SSYV-QV-S,2.0,756.0,653.16,0.157449,None,Active,Healthy,PENDANT,,QV001,5.0,N/A,0.0
795,P335814KY-QV-S,1.0,918.0,839.29,0.093781,CLOSEOUT,Active,Review,PENDANT,,QV001,2.0,N/A,0.0
796,P3359SS-QV-S,4.0,700.0,534.06,0.310714,None,Active,Low Inventory,PENDANT,,QV001,0.0,N/A,0.0
797,P3359SSYV-QV-S,4.0,682.5,564.96,0.20805,None,Active,Healthy,PENDANT,,QV001,3.0,N/A,0.0
798,P3382SSYVBLK-QV-S,2.0,188.0,119.97,0.567058,None,Active,Healthy,PENDANT,,QV001,1.0,N/A,0.0
799,P3386SSBLK-QV-S,5.0,1000.0,794.2,0.259128,None,Active,Hot Seller,PENDANT,,QV001,2.0,N/A,0.0
800,P3389SSBLK-QV-S,2.0,304.0,238.98,0.272072,None,Active,Healthy,PENDANT,,QV001,2.0,N/A,0.0
801,R1262514KP-QV-S,-1.0,-240.0,-177.76,0.350135,6 closeout,Active,Deadweight,RING,,QV001,9.0,N/A,0.0
802,R1262514KP-QV-S,11.0,3348.0,2045.84,0.636491,6 closeout,Active,Healthy,RING,,QV001,9.0,N/A,0.0
803,R1262514KW-QV-S,15.0,4408.5,2761.73,0.596282,7 closeout,Active,Overstocked / Slow Moving,RING,,QV001,14.0,N/A,0.0
804,R1262514KY-QV-S,-1.0,-240.0,-177.76,0.350135,3 closeout,Active,Deadweight,RING,,QV001,11.0,N/A,0.0
805,R1262514KY-QV-S,21.0,5097.0,3823.44,0.333092,3 closeout,Active,Overstocked / Slow Moving,RING,,QV001,11.0,N/A,0.0
806,R1262714KP-QV-S,4.0,1030.0,809.28,0.272736,4 closeout,Active,Healthy,RING,,QV001,5.0,N/A,0.0
807,R1262714KW-QV-S,11.0,2872.0,2352.66,0.220745,4 closeout,Active,Overstocked / Slow Moving,RING,,QV001,14.0,N/A,0.0
808,R1262714KY-QV-S,11.0,2804.33,2350.12,0.19327,2 closeout,Active,Overstocked / Slow Moving,RING,,QV001,13.0,N/A,0.0
809,R1325014KW-QV-S,16.0,5217.0,3973.06,0.313093,None,Active,Overstocked / Slow Moving,RING,,QV001,20.0,N/A,0.0
810,BG201210KY-20-S,3.0,2453.46,1861.6,0.31793,None,Active,Low Inventory,BANGLE,0.0001295843421127,STERLING,1.0,Kay Outlet,0.0
811,BG2062SS-STK-S,22.0,1320.0,870.86,0.515743,None,Active,Hot Seller,BANGLE,0.0003907143939393,STERLING,3.0,Kay,0.0
812,BG211710KW-20-S,4.0,1765.06,1255.53,0.405828,None,Active,Low Inventory,BANGLE,0.0002299230621055,STERLING,0.0,Kay,0.0
813,MX113610KYER-20-S,10.0,761.32,656.52,0.159629,None,Active,Hot Seller,BOX SET,0.0002096739872852,STERLING,2.0,Kay,0.0
814,MX113610KYPD-20-S,5.0,550.86,414.12,0.330194,None,Active,Hot Seller,BOX SET,0.0005994154594633,STERLING,1.0,Kay,0.0
815,MX113610KYRG-20-S,11.0,994.81,790.08,0.259125,None,Active,Hot Seller,BOX SET,0.0002604768749811,STERLING,3.0,Kay,0.0
