,Item_id,sales_qty,sales_amt,COGS,profit,Comments,Status,Performance_Category,style_category,profit_margin,Customer,Total_Qty,Brand,Closeout_Qty
343,E3121SS-KO-S,11.0,605.0,423.5,0.428571,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,EARRING,0.0007083818181818,K029,5.0,Unbranded,0.0
344,E3121SSPV-KO-S,6.0,330.0,250.05,0.319736,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,EARRING,0.0009688969696969,K029,0.0,Unbranded,0.0
345,E3121SSYV-KO-S,7.0,385.0,286.89,0.341977,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,EARRING,0.0008882519480519,K029,1.0,Unbranded,0.0
346,E3122SS-KO-S,4.0,252.0,188.52,0.336728,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Low Inventory,EARRING,0.0013362222222222,K029,1.0,Unbranded,0.0
347,E3122SSPV-KO-S,2.0,126.0,87.02,0.447943,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,EARRING,0.0035551031746031,K029,3.0,Unbranded,0.0
348,E3122SSYV-KO-S,4.0,252.0,197.04,0.278928,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Low Inventory,EARRING,0.0011068571428571,K029,1.0,Unbranded,0.0
349,E3129SS-KO-S,14.0,770.0,528.69,0.45643,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,EARRING,0.0005927662337662,K029,0.0,Unbranded,0.0
350,E3129SSPV-KO-S,7.0,385.0,259.45,0.483908,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,EARRING,0.0012569038961038,K029,0.0,Unbranded,0.0
351,E3129SSYV-KO-S,4.0,220.0,157.16,0.399847,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Low Inventory,EARRING,0.0018174863636363,K029,1.0,Unbranded,0.0
352,E313110KP-KO-S,4.0,495.16,337.12,0.468794,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Low Inventory,EARRING,0.0009467525648275,K029,1.0,Unbranded,0.0
353,E313110KW-KO-S,1.0,125.45,78.96,0.588779,"NEEDS KOHLS INSPECTION, BEFORE RTS  2 PCS IN CLOSEOUT",Active,Review,EARRING,0.0046933359904344,K029,4.0,Unbranded,0.0
354,E313110KY-KO-S,5.0,620.61,444.59,0.395915,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,EARRING,0.0006379449251542,K029,1.0,Unbranded,0.0
355,E3132SS-KO-S,3.0,165.0,104.58,0.577739,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Low Inventory,EARRING,0.0035014484848484,K029,2.0,Unbranded,0.0
356,E3132SSPV-KO-S,5.0,275.0,197.81,0.390222,"NEEDS KOHLS INSPECTION, BEFORE RTS   ",Active,Hot Seller,EARRING,0.001418989090909,K029,0.0,Unbranded,0.0
357,E3132SSYV-KO-S,4.0,220.0,160.8,0.368159,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Low Inventory,EARRING,0.00167345,K029,2.0,Unbranded,0.0
358,E3133SS-KO-S,0.0,0.0,0.0,0.0,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Review,EARRING,,K029,3.0,Unbranded,0.0
359,E3133SSYV-KO-S,1.0,55.0,36.94,0.4889,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Review,EARRING,0.0088890909090909,K029,4.0,Unbranded,0.0
360,E3138SS-KO-S,1.0,55.0,33.74,0.630112,"NEEDS KOHLS INSPECTION, BEFORE RTS   CLOSEOUT",Active,Review,EARRING,0.0114565818181818,K029,4.0,Unbranded,0.0
361,E3138SSPV-KO-S,1.0,55.0,35.87,0.533314,"NEEDS KOHLS INSPECTION, BEFORE RTS   CLOSEOUT",Active,Review,EARRING,0.0096966181818181,K029,4.0,Unbranded,0.0
362,E3138SSYV-KO-S,2.0,110.0,71.74,0.533314,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,EARRING,0.004848309090909,K029,3.0,Unbranded,0.0
363,E3139SS-KO-S,11.0,495.0,329.01,0.504513,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,EARRING,0.0010192181818181,K029,0.0,Unbranded,0.0
364,E3139SSPV-KO-S,3.0,135.0,101.22,0.333728,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,EARRING,0.0024720592592592,K029,4.0,Unbranded,0.0
365,E3139SSYV-KO-S,3.0,135.0,108.81,0.240694,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Low Inventory,EARRING,0.0017829185185185,K029,1.0,Unbranded,0.0
366,E3140SS-KO-S,7.0,441.0,309.28,0.425892,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,EARRING,0.0009657414965986,K029,0.0,Unbranded,0.0
367,E3140SSPV-KO-S,5.0,315.0,219.15,0.437371,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,EARRING,0.0013884793650793,K029,2.0,Unbranded,0.0
368,E3140SSYV-KO-S,4.0,252.0,175.32,0.437371,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Low Inventory,EARRING,0.0017355992063492,K029,2.0,Unbranded,0.0
369,E3142SS-KO-S,5.0,225.0,153.35,0.467231,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,EARRING,0.0020765822222222,K029,2.0,Unbranded,0.0
370,E3142SSPV-KO-S,1.0,45.0,35.36,0.272624,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Review,EARRING,0.0060583111111111,K029,1.0,Unbranded,0.0
371,E3142SSYV-KO-S,4.0,180.0,136.32,0.320422,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Low Inventory,EARRING,0.0017801222222222,K029,0.0,Unbranded,0.0
372,E3145SS-KO-S,2.0,110.0,75.4,0.458885,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,EARRING,0.0041716818181818,K029,1.0,Unbranded,0.0
373,E3145SSPV-KO-S,0.0,0.0,0.0,0.0,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Review,EARRING,,K029,3.0,Unbranded,0.0
374,E3145SSYV-KO-S,3.0,165.0,132.37,0.246506,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Low Inventory,EARRING,0.0014939757575757,K029,0.0,Unbranded,0.0
375,E314710KP-KO-S,3.0,626.2,433.62,0.444121,"NEEDS KOHLS INSPECTION, BEFORE RTS  CLOSEOUT",Active,Low Inventory,EARRING,0.0007092318748003,K029,1.0,Unbranded,0.0
376,E314710KW-KO-S,3.0,635.67,483.61,0.314426,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Low Inventory,EARRING,0.0004946371544984,K029,2.0,Unbranded,0.0
377,E314710KY-KO-S,0.0,-7.83,2.5,-4.132,"NEEDS KOHLS INSPECTION, BEFORE RTS  CLOSEOUT",Active,Review,EARRING,0.527713920817369,K029,3.0,Unbranded,0.0
378,E314810KP-KO-S,1.0,178.27,111.87,0.593546,"NEEDS KOHLS INSPECTION, BEFORE RTS  CLOSEOUT",Active,Review,EARRING,0.0033294777584562,K029,3.0,Unbranded,0.0
379,E314810KW-KO-S,7.0,1248.16,867.87,0.438187,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,EARRING,0.0003510663696961,K029,2.0,Unbranded,0.0
380,E314810KY-KO-S,1.0,185.91,111.87,0.661839,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Review,EARRING,0.0035599967726319,K029,1.0,Unbranded,0.0
381,E3155SSYV-KO-S,19.0,1425.0,1075.47,0.325002,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,EARRING,0.0002280715789473,K029,0.0,Unbranded,0.0
382,E3156SS-KO-S,11.0,913.0,675.95,0.350691,SHARED WITH JCP.COM,Active,Hot Seller,EARRING,0.0003841084337349,K029,0.0,Unbranded,0.0
383,E3156SSYVBLK-KO-S,12.0,996.0,691.84,0.439639,SHARED WITH JCP.COM,Active,Hot Seller,EARRING,0.0004414046184738,K029,1.0,Unbranded,0.0
384,E3157SSBLK-KO-S,9.0,675.0,419.21,0.610171,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,EARRING,0.000903957037037,K029,0.0,Unbranded,0.0
385,E3157SSYVBLK-KO-S,7.0,525.0,347.81,0.509444,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,EARRING,0.0009703695238095,K029,2.0,Unbranded,0.0
386,E3158SSBLK-KO-S,6.0,630.0,431.85,0.458839,SHARED WITH JCP.COM,Active,Healthy,EARRING,0.0007283158730158,K029,8.0,Unbranded,0.0
387,E3159SSBLK-KO-S,12.0,660.0,442.98,0.489909,SHARED WITH JCP.COM,Active,Healthy,EARRING,0.0007422863636363,K029,6.0,Unbranded,0.0
388,E3161SS-KO-S,13.0,1365.0,949.05,0.43828,SHARED WITH JCP.COM,Active,Overstocked / Slow Moving,EARRING,0.0003210842490842,K029,11.0,Unbranded,0.0
389,E3161SSBLK-KO-S,3.0,315.0,181.87,0.732006,SHARED WITH JCP.COM,Active,Low Inventory,EARRING,0.0023238285714285,K029,2.0,Unbranded,0.0
390,E3162SS-KO-S,49.0,4067.0,2709.41,0.501064,SHARED WITH JCP.COM,Active,Hot Seller,EARRING,0.0001232023604622,K029,0.0,Unbranded,0.0
391,E3162SSBLK-KO-S,22.0,1826.0,1197.39,0.524983,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,EARRING,0.000287504381161,K029,2.0,Unbranded,0.0
392,E3162SSYVBLK-KO-S,21.0,1743.0,1179.13,0.478208,SHARED WITH JCP.COM,Active,Healthy,EARRING,0.0002743591508892,K029,9.0,Unbranded,0.0
393,E3163SS-KO-S,2.0,220.0,188.33,0.168162,SHARED WITH JCP.COM,Active,Overstocked / Slow Moving,EARRING,0.0007643727272727,K029,13.0,Unbranded,0.0
394,E3163SSBLK-KO-S,12.0,1200.0,816.51,0.469669,SHARED WITH JCP.COM,Active,Hot Seller,EARRING,0.0003913908333333,K029,1.0,Unbranded,0.0
395,E3163SSYVBLK-KO-S,2.0,200.0,126.77,0.57766,"NEEDS KOHLS INSPECTION, BEFORE RTS   CLOSEOUT",Active,Healthy,EARRING,0.0028883,K029,1.0,Unbranded,0.0
396,E3459SSYV-33-S,2.0,170.0,108.18,0.571454,SHARED WITH JCP.COM,Active,Healthy,EARRING,0.003361494117647,K029,1.0,Irena Park,0.0
397,E3459SSYVBLK-33-S,3.0,255.0,140.91,0.809665,SHARED WITH JCP.COM,Active,Low Inventory,EARRING,0.003175156862745,K029,1.0,Irena Park,0.0
398,E3767910KW-KO-S,-40.0,-8852.91,-4636.0,0.9096,"SHARED WITH KOHLS STORE
NEEDS KOHLS INSPECTION, BEFORE RTS  CLOSEOUT",Active,Deadweight,EARRING,-0.0001027458767794,K029,6.0,Irena Park,0.0
399,E38284SS-KO-S,9.0,675.0,421.77,0.600398,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,EARRING,0.0008894785185185,K029,1.0,Unbranded,0.0
400,E38969SS-KO-S,24.0,2400.0,1529.32,0.569324,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,EARRING,0.0002372183333333,K029,0.0,Unbranded,0.0
401,E4052610KW-KO-S,2.0,259.97,155.2,0.675064,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,EARRING,0.0025966996191868,K029,1.0,Unbranded,0.0
402,E4052610KY-KO-S,3.0,385.86,232.8,0.657474,"NEEDS KOHLS INSPECTION, BEFORE RTS  CLOSEOUT",Active,Low Inventory,EARRING,0.0017039185196703,K029,2.0,Unbranded,0.0
403,B2608SSYV-KO-S,8.0,960.0,694.61,0.38207,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,GB01,0.0003979895833333,K029,1.0,Unbranded,0.0
404,B2609SSBLK-KO-S,9.0,1350.0,897.97,0.50339,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,GB01,0.0003728814814814,K029,3.0,Unbranded,0.0
405,B2609SSYVBLK-KO-S,3.0,450.0,313.29,0.436368,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Low Inventory,GB01,0.0009697066666666,K029,0.0,Unbranded,0.0
406,R10961SS-33-S,15.0,1875.0,1184.69,0.582692,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,GENTS RING,0.0003107690666666,K029,8.0,Irena Park,0.0
407,R10961SSYV-33-S,14.0,1750.0,1138.71,0.536826,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,GENTS RING,0.0003067577142857,K029,5.0,Irena Park,0.0
408,R11738SSBLK-KO-S,5.0,375.0,240.74,0.557697,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,GENTS RING,0.001487192,K029,0.0,Unbranded,0.0
409,R11738SSYVBLK-KO-S,4.0,300.0,165.03,0.817851,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Low Inventory,GENTS RING,0.00272617,K029,1.0,Unbranded,0.0
410,R11741SSBLK-KO-S,5.0,315.0,210.96,0.493174,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,GENTS RING,0.0015656317460317,K029,2.0,Unbranded,0.0
411,R11741SSYVBLK-KO-S,2.0,126.0,108.88,0.157237,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,GENTS RING,0.0012479126984126,K029,0.0,Unbranded,0.0
412,R11742SS-KO-S,6.0,378.0,302.97,0.247648,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,GENTS RING,0.0006551534391534,K029,1.0,Unbranded,0.0
413,R12204SSYVBLK-KO-S,4.0,360.0,239.2,0.505016,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Low Inventory,GENTS RING,0.0014028222222222,K029,0.0,Unbranded,0.0
414,R12477SSTTR-KO-S,5.0,725.0,512.13,0.415656,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,GENTS RING,0.0005733186206896,K029,7.0,Unbranded,0.0
415,R12804SS-33-S,1.0,105.0,51.94,1.021563,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Deadweight,GENTS RING,0.0097291714285714,K029,8.0,Irena Park,0.0
416,R12804SSBKBLK-33-S,9.0,675.0,414.26,0.629411,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,GENTS RING,0.0009324607407407,K029,10.0,Irena Park,0.0
417,R12804SSYV-33-S,2.0,210.0,125.18,0.677584,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,GENTS RING,0.0032265904761904,K029,8.0,Irena Park,0.0
418,R12808SSYV-33-S,2.0,320.0,207.22,0.544252,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,GENTS RING,0.0017007874999999,K029,9.0,Irena Park,0.0
419,PD2279410KW-KO-S,150.0,18084.93,2751.0,5.573947,"SHARED WITH AAFES.COM,  JCP.COM
NEEDS KOHLS INSPECTION, BEFORE RTS
(OLD SKU#90473022)",Active,Hot Seller,,0.0003082094871254,K029,0.0,Unbranded,0.0
420,PD2279410KY-KO-S,18.0,4718.99,1494.47,2.157634,"SHARED WITH AAFES.COM 
NEEDS KOHLS INSPECTION, BEFORE RTS
(OLD SKU#89708009)",Active,Overstocked / Slow Moving,,0.0004572236855767,K029,135.0,Unbranded,0.0
421,R40903SS-KO-S,-1.0,-97.0,-66.71,0.454054,THIS IS IN CLOSEOUT,Active,Deadweight,,-0.0046809690721649,K029,120.0,Unbranded,0.0
422,R545310PK-KO-S,-43.0,-8539.37,-2280.29,2.744861,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Deadweight,,-0.0003214360075743,K029,96.0,Irena Park,0.0
423,R659910KY-KO-S,18.0,6446.65,1409.76,3.57287,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,,0.0005542211846462,K029,7.0,Unbranded,0.0
424,R755710KW-KO-S,29.0,5427.74,1502.2,2.613193,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Overstocked / Slow Moving,,0.0004814513959769,K029,56.0,Unbranded,0.0
425,RR016510KW-KO-S,6.0,5325.11,993.6,4.35941,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Overstocked / Slow Moving,,0.0008186516334873,K029,18.0,Unbranded,0.0
426,RR130210KW-KO-S,2.0,1097.52,691.0,0.588306,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Overstocked / Slow Moving,,0.0005360321452,K029,27.0,Unbranded,0.0
427,RR166310KW-KO-S,10.0,2606.87,2030.36,0.283944,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Overstocked / Slow Moving,,0.0001089214268452,K029,21.0,Unbranded,0.0
428,RR166410KY-KO-S,21.0,5827.7,1524.39,2.822971,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Overstocked / Slow Moving,,0.0004844056832026,K029,27.0,Unbranded,0.0
429,RR175910KW-KO-S,11.0,2191.38,1685.09,0.300452,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Overstocked / Slow Moving,,0.0001371062983143,K029,33.0,Unbranded,0.0
430,RR177810KY-KO-S,24.0,7228.62,4416.09,0.636882,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Overstocked / Slow Moving,,8.810561351959294e-05,K029,16.0,Unbranded,0.0
431,RR178610KY-KO-S,33.0,23815.33,17544.17,0.357449,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,,1.5009197857010587e-05,K029,8.0,Unbranded,0.0
432,RR181010KW-KO-S,8.0,3771.89,2928.07,0.288183,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Overstocked / Slow Moving,,7.64028113227056e-05,K029,19.0,Unbranded,0.0
433,RR181210KW-KO-S,6.0,2844.13,2229.99,0.2754,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Overstocked / Slow Moving,,9.683101686631764e-05,K029,24.0,Unbranded,0.0
434,RR1953SSYV-KO-S,1.0,185.0,120.9,0.53019,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Deadweight,,0.0028658918918918,K029,11.0,Unbranded,0.0
435,N100010KW-KO-S,1.0,327.26,157.9,1.072577,"NEEDS KOHLS INSPECTION, BEFORE RTS  CLOSEOUT",Active,Review,NECKLACE,0.003277446067347,K029,2.0,Unbranded,0.0
436,N1065SS-KO-S,1.0,128.79,69.32,0.857905,"SHARED WITH ZALES
UPDATE INVENTORTY IN ZALE SHEET           CLOSEOUT",Active,Deadweight,NECKLACE,0.00666127028496,K029,11.0,Irena Park,0.0
437,N1067SS-KO-S,2.0,256.74,138.22,0.857473,"SHARED WITH ZALES
UPDATE INVENTORTY IN ZALE SHEET",Active,Healthy,NECKLACE,0.0033398496533457,K029,2.0,Irena Park,0.0
438,N1068SS-KO-S,4.0,518.24,279.16,0.856426,"SHARED WITH ZALES
UPDATE INVENTORTY IN ZALE SHEET",Active,Low Inventory,NECKLACE,0.0016525663785118,K029,0.0,Irena Park,0.0
439,N1071SS-KO-S,-2.0,-255.72,-137.82,0.855463,"SHARED WITH ZALES
UPDATE INVENTORTY IN ZALE SHEET",Active,Review,NECKLACE,-0.0033453112779602,K029,0.0,Irena Park,0.0
440,N1072SS-KO-S,2.0,253.06,134.42,0.882606,"SHARED WITH ZALES
UPDATE INVENTORTY IN ZALE SHEET",Active,Healthy,NECKLACE,0.0034877341341974,K029,1.0,Irena Park,0.0
441,N1074SS-KO-S,2.0,289.82,251.87,0.150672,"SHARED WITH ZALES
UPDATE INVENTORTY IN ZALE SHEET",Active,Healthy,NECKLACE,0.0005198813056379,K029,0.0,Irena Park,0.0
442,N37700SS-KO-S,3.0,255.0,146.19,0.744305,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,NECKLACE,0.0029188431372549,K029,3.0,Unbranded,0.0
443,N38429SS-KO-S,11.0,440.0,273.8,0.607012,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,NECKLACE,0.0013795727272727,K029,2.0,Unbranded,0.0
444,N38429SSPV-KO-S,5.0,200.0,124.89,0.601409,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,NECKLACE,0.003007045,K029,1.0,Unbranded,0.0
445,N38429SSYV-KO-S,2.0,80.0,57.62,0.388406,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,NECKLACE,0.0048550749999999,K029,0.0,Unbranded,0.0
446,N639SSYV-33-S,1.0,110.0,68.75,0.6,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Review,NECKLACE,0.0054545454545454,K029,2.0,Irena Park,0.0
447,N66210KW-KO-S,5.0,811.29,542.5,0.495465,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,NECKLACE,0.0006107125688717,K029,0.0,Unbranded,0.0
448,N669SS-KO-S,7.0,630.0,386.49,0.630055,"SHARED WITH AAFES.COM & ZALES.COM
NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,NECKLACE,0.0010000873015873,K029,4.0,Unbranded,0.0
449,N670SS-KO-S,5.0,450.0,308.22,0.459996,"SHARED WITH AAFES.COM & ZALES.COM
NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Overstocked / Slow Moving,NECKLACE,0.0010222133333333,K029,45.0,Unbranded,0.0
450,N671SS-KO-S,9.0,810.0,491.13,0.649257,"SHARED WITH AAFES.COM & ZALES.COM
NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Overstocked / Slow Moving,NECKLACE,0.0008015518518518,K029,36.0,Unbranded,0.0
451,N672SS-KO-S,14.0,1260.0,816.46,0.543247,"SHARED WITH AAFES.COM & ZALES.COM
NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,NECKLACE,0.0004311484126984,K029,2.0,Unbranded,0.0
452,N673SS-KO-S,11.0,990.0,601.1,0.64698,"SHARED WITH AAFES.COM & ZALES.COM
NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,NECKLACE,0.0006535151515151,K029,0.0,Unbranded,0.0
453,N674SS-KO-S,9.0,810.0,496.65,0.630927,"SHARED WITH AAFES.COM & ZALES.COM
NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,NECKLACE,0.0007789222222222,K029,5.0,Unbranded,0.0
454,N675SS-KO-S,10.0,900.0,551.53,0.631824,"SHARED WITH AAFES.COM & ZALES.COM
NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Overstocked / Slow Moving,NECKLACE,0.0007020266666666,K029,12.0,Unbranded,0.0
455,N676SS-KO-S,5.0,450.0,293.18,0.534893,"SHARED WITH AAFES.COM & ZALES.COM
NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,NECKLACE,0.0011886511111111,K029,0.0,Unbranded,0.0
456,N677SS-KO-S,5.0,450.0,272.5,0.651376,"SHARED WITH AAFES.COM & ZALES.COM
NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Overstocked / Slow Moving,NECKLACE,0.0014475022222222,K029,92.0,Unbranded,0.0
457,N678SS-KO-S,11.0,990.0,589.74,0.678705,"SHARED WITH AAFES.COM & ZALES.COM
NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Overstocked / Slow Moving,NECKLACE,0.0006855606060606,K029,17.0,Unbranded,0.0
458,N679SS-KO-S,14.0,1260.0,818.56,0.539288,"SHARED WITH AAFES.COM & ZALES.COM
NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,NECKLACE,0.0004280063492063,K029,9.0,Unbranded,0.0
459,N680SS-KO-S,11.0,990.0,632.84,0.564376,"SHARED WITH AAFES.COM & ZALES.COM
NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,NECKLACE,0.0005700767676767,K029,10.0,Unbranded,0.0
460,N746SSBLK-33-S,6.0,330.0,212.07,0.556089,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,NECKLACE,0.0016851181818181,K029,0.0,Irena Park,0.0
461,N762SSPV-33-S,5.0,600.0,407.68,0.471742,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,NECKLACE,0.0007862366666666,K029,5.0,Irena Park,0.0
462,N789SS-KO-S,11.0,550.0,360.48,0.525743,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,NECKLACE,0.0009558963636363,K029,5.0,Unbranded,0.0
463,N789SSYV-KO-S,12.0,600.0,401.66,0.4938,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,NECKLACE,0.000823,K029,4.0,Unbranded,0.0
464,N790SS-KO-S,4.0,200.0,129.4,0.545595,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Low Inventory,NECKLACE,0.002727975,K029,1.0,Unbranded,0.0
465,N790SSYV-KO-S,2.0,100.0,39.78,1.513826,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,NECKLACE,0.0151382599999999,K029,1.0,Unbranded,0.0
466,N79710KW-KO-S,6.0,1254.0,977.02,0.283494,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,NECKLACE,0.0002260717703349,K029,0.0,Unbranded,0.0
467,N81510KW-KO-S,4.0,1175.99,926.1,0.26983,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Low Inventory,NECKLACE,0.0002294492300104,K029,0.0,Unbranded,0.0
468,N85110KW-KO-S,15.0,2458.33,1769.72,0.389106,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,NECKLACE,0.0001582806213974,K029,2.0,Unbranded,0.0
469,N894SS-KO-S,12.0,720.0,592.29,0.21562,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,NECKLACE,0.0002994722222222,K029,1.0,Unbranded,0.0
470,N894SSYV-KO-S,5.0,300.0,244.5,0.226993,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,NECKLACE,0.0007566433333333,K029,0.0,Unbranded,0.0
471,N908SSYV-KO-S,11.0,770.0,605.15,0.272411,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,NECKLACE,0.0003537805194805,K029,8.0,Unbranded,0.0
472,N93910KW-KO-S,8.0,1856.88,1384.37,0.341317,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,NECKLACE,0.0001838120934039,K029,0.0,Unbranded,0.0
473,N943SS-KO-S,47.0,2115.0,1407.78,0.502365,"NEEDS KOHLS INSPECTION, BEFORE RTS  SHARED WITH AAFES.COM AND ZALES.COM",Active,Hot Seller,NECKLACE,0.000237524822695,K029,0.0,Unbranded,0.0
474,N943SSPV-KO-S,21.0,945.0,724.96,0.30352,"NEEDS KOHLS INSPECTION, BEFORE RTS   SHARED  WITH AAFES.COM AND ZALES.COM",Active,Hot Seller,NECKLACE,0.0003211851851851,K029,0.0,Unbranded,0.0
475,N943SSYV-KO-S,27.0,1215.0,905.97,0.341104,"NEEDS KOHLS INSPECTION, BEFORE RTS  SHARED  WITH AAFES.COM AND ZALES.COM",Active,Hot Seller,NECKLACE,0.0002807440329218,K029,0.0,Unbranded,0.0
476,N949SS-KO-S,5.0,315.0,227.32,0.385711,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,NECKLACE,0.0012244793650793,K029,3.0,Unbranded,0.0
477,N949SSPV-KO-S,0.0,0.0,0.0,0.0,"NEEDS KOHLS INSPECTION, BEFORE RTS   CLOSEOUT",Active,Review,NECKLACE,,K029,4.0,Unbranded,0.0
