Unnamed: 0,Item_id,sales_qty,sales_amt,COGS,profit,Comments,Status,Performance_Category,style_category,profit_margin,Customer,Total_Qty,Brand,Closeout_Qty,style_cd,onhand,stock,Inventory_Difference,profit_amt,profit_margin_pct
534,N670SS-MA-S,16.0,1285.0,739.96,0.73658,DO NOT USE FOR ZA OR KO,Active,Healthy,NECKLACE,0.0005732140077821,MA001,6.0,,0.0,N670SS-MA-S,7.0,7.0,-1.0,545.04,42.41556420233463
535,N671SS-MA-S,23.0,1855.0,1103.7,0.68071,DO NOT USE FOR ZA OR KO ,Active,Healthy,NECKLACE,0.0003669595687331,MA001,6.0,,0.0,N671SS-MA-S,5.0,5.0,1.0,751.3,40.501347708894876
536,N672SS-MA-S,22.0,1775.0,1025.72,0.730491,DO NOT USE FOR ZA OR KO  ,Active,Healthy,NECKLACE,0.0004115442253521,MA001,5.0,,0.0,N672SS-MA-S,5.0,5.0,0.0,749.28,42.21295774647887
537,N673SS-MA-S,28.0,2250.0,541.7,3.15359,DO NOT USE FOR ZA OR KO ,Active,Healthy,NECKLACE,0.0014015955555555,MA001,7.0,,0.0,N673SS-MA-S,4.0,4.0,3.0,1708.3,75.92444444444443
538,N674SS-MA-S,17.0,1360.0,813.8,0.671172,DO NOT USE FOR ZA OR KO,Active,Healthy,NECKLACE,0.0004935088235294,MA001,7.0,,0.0,N674SS-MA-S,7.0,7.0,0.0,546.2,40.161764705882355
539,N675SS-MA-S,22.0,1765.0,521.26,2.386026,DO NOT USE FOR ZA OR KO ,Active,Healthy,NECKLACE,0.0013518560906515,MA001,7.0,,0.0,N675SS-MA-S,8.0,9.0,-1.0,1243.74,70.46685552407932
540,N676SS-MA-S,22.0,1770.0,383.67,3.613339,DO NOT USE FOR ZA OR KO ,Active,Overstocked / Slow Moving,NECKLACE,0.0020414344632768,MA001,13.0,,0.0,N676SS-MA-S,13.0,13.0,0.0,1386.33,78.32372881355931
541,N677SS-MA-S,26.0,2090.0,355.89,4.872601,DO NOT USE FOR ZA OR KO ,Active,Overstocked / Slow Moving,NECKLACE,0.0023313880382775,MA001,82.0,,0.0,N677SS-MA-S,82.0,82.0,0.0,1734.1100000000001,82.97177033492824
542,N678SS-MA-S,13.0,1040.0,535.21,0.943162,DO NOT USE FOR ZA OR KO ,Active,Hot Seller,NECKLACE,0.0009068865384615,MA001,3.0,,0.0,N678SS-MA-S,3.0,4.0,0.0,504.78999999999996,48.537499999999994
543,N680SS-MA-S,19.0,1525.0,883.79,0.725523,DO NOT USE FOR ZA OR KO ,Active,Overstocked / Slow Moving,NECKLACE,0.0004757527868852,MA001,12.0,,0.0,N680SS-MA-S,12.0,12.0,0.0,641.21,42.04655737704918
544,N92710KP-MA-S,28.0,3860.0,3211.88,0.201788,None,Active,Healthy,NECKLACE,5.227668393782384e-05,MA001,6.0,,0.0,N92710KP-MA-S,6.0,6.0,0.0,648.1199999999999,16.79067357512953
545,N92710KY-MA-S,40.0,5640.0,4807.28,0.17322,None,Active,Healthy,NECKLACE,3.071276595744681e-05,MA001,6.0,,0.0,N92710KY-MA-S,7.0,7.0,-1.0,832.7200000000003,14.764539007092203
546,N94210KP-MA-S,5.0,755.0,616.57,0.224516,None,Active,Overstocked / Slow Moving,NECKLACE,0.0002973721854304,MA001,12.0,,0.0,N94210KP-MA-S,12.0,12.0,0.0,138.42999999999995,18.335099337748336
547,N94210KY-MA-S,10.0,1370.0,1099.15,0.246417,None,Active,Overstocked / Slow Moving,NECKLACE,0.0001798664233576,MA001,13.0,,0.0,N94210KY-MA-S,13.0,13.0,0.0,270.8499999999999,19.770072992700722
548,P2242SSPV-MA-S,94.0,9335.44,7449.14,0.253223,None,Active,Healthy,PENDANT,2.7124913233870063e-05,MA001,6.0,,0.0,P2242SSPV-MA-S,5.0,8.0,1.0,1886.3000000000002,20.205796405954086
549,P2485SS-MA-S,2.0,186.0,149.48,0.244313,None,Active,Healthy,PENDANT,0.0013135107526881,MA001,0.0,,0.0,P2485SS-MA-S,26.0,26.0,-26.0,36.52000000000001,19.634408602150543
550,P3474SSBK-31-S,4.0,880.0,597.76,0.472162,NEEDS  MACY'S INSPECTION BEFORE RTS,Active,Healthy,PENDANT,0.0005365477272727,MA001,3.0,,0.0,P3474SSBK-31-S,3.0,4.0,0.0,282.24,32.07272727272728
551,P3474SSYVBK-31-S,5.0,1115.0,769.45,0.449087,NEEDS  MACY'S INSPECTION BEFORE RTS,Active,Hot Seller,PENDANT,0.0004027686098654,MA001,1.0,,0.0,P3474SSYVBK-31-S,1.0,3.0,0.0,345.54999999999995,30.991031390134527
552,PP029810KPSS-MA-S,2.0,118.54,27.76,3.270172,None,Active,Healthy,PENDANT,0.0275870760924582,MA001,0.0,,0.0,PP029810KPSS-MA-S,1.0,1.0,-1.0,90.78,76.58174455879872
553,R1089410KW-MA-S,31.0,12651.0,9824.53,0.287695,None,Active,Healthy,RING,2.274089004821753e-05,MA001,4.0,,0.0,R1089410KW-MA-S,1.0,2.0,3.0,2826.4699999999993,22.3418702078887
554,R1089410KY-MA-S,37.0,15696.25,11665.7,0.345504,None,Active,Hot Seller,RING,2.2011881818905788e-05,MA001,2.0,,0.0,R1089410KY-MA-S,5.0,6.0,-3.0,4030.5499999999993,25.67842637572668
555,R1231810KP-MA-S,11.0,1650.0,1174.99,0.404267,None,Active,Healthy,RING,0.0002450103030303,MA001,8.0,,0.0,R1231810KP-MA-S,7.0,7.0,1.0,475.01,28.788484848484845
556,R1231810KW-MA-S,28.0,4200.0,3119.22,0.34649,None,Active,Hot Seller,RING,8.249761904761905e-05,MA001,3.0,,0.0,R1231810KW-MA-S,3.0,3.0,0.0,1080.7800000000002,25.732857142857146
557,R14643SS-31-S,24.0,2400.0,1576.28,0.522572,None,Active,Healthy,RING,0.0002177383333333,MA001,6.0,,0.0,R14643SS-31-S,2.0,2.0,4.0,823.72,34.321666666666665
558,R14643SSYV-31-S,26.0,2600.0,1960.3,0.326327,None,Active,Healthy,RING,0.0001255103846153,MA001,8.0,,0.0,R14643SSYV-31-S,6.0,6.0,2.0,639.7,24.603846153846156
559,R730410KP-MA-S,291.0,46745.0,37679.8,0.240585,None,Active,Overstocked / Slow Moving,RING,5.146753663493422e-06,MA001,18.0,,0.0,R730410KP-MA-S,40.0,40.0,-22.0,9065.199999999997,19.39287624344849
560,R730410KW-MA-S,1698.0,271390.0,218304.75,0.24317,None,Active,Overstocked / Slow Moving,RING,8.960168023877077e-07,MA001,188.0,,0.0,R730410KW-MA-S,196.0,198.0,-8.0,53085.25,19.560503334684405
561,R730410KY-MA-S,1988.0,319860.0,253345.2,0.262546,None,Active,Overstocked / Slow Moving,RING,8.208153567185644e-07,MA001,128.0,,0.0,R730410KY-MA-S,147.0,151.0,-19.0,66514.79999999999,20.79497280060026
562,R970110KPK-MA-S,544.0,87400.0,65854.91,0.327159,None,Active,Overstocked / Slow Moving,RING,3.743237986270023e-06,MA001,79.0,,0.0,R970110KPK-MA-S,89.0,92.0,-10.0,21545.089999999997,24.651132723112124
563,R970110KW-MA-S,1805.0,292221.0,220299.47,0.326471,None,Active,Overstocked / Slow Moving,RING,1.1172058134083451e-06,MA001,571.0,,0.0,R970110KW-MA-S,551.0,552.0,20.0,71921.53,24.612033358314424
564,R970110KY-MA-S,2356.0,375415.0,285731.88,0.313871,None,Active,Overstocked / Slow Moving,RING,8.360640890747573e-07,MA001,312.0,,0.0,R970110KY-MA-S,589.0,600.0,-277.0,89683.12,23.889061438674535
565,RR784510KP-MA-S,275.0,44705.0,32033.93,0.395551,NOT AVAILABLE TO SIZE,Active,Overstocked / Slow Moving,RING,8.84802594788055e-06,MA001,55.0,,0.0,RR784510KP-MA-S,55.0,55.0,0.0,12671.07,28.3437423107035
566,RR784510KW-MA-S,493.0,79555.0,58243.37,0.365906,NOT AVAILABLE TO SIZE,Active,Overstocked / Slow Moving,RING,4.5994092137514925e-06,MA001,62.0,,0.0,RR784510KW-MA-S,64.0,64.0,-2.0,21311.629999999997,26.788548802715102
567,RR784510KY-MA-S,833.0,135115.0,98990.33,0.364931,NOT AVAILABLE TO SIZE,Active,Overstocked / Slow Moving,RING,2.7008918328830995e-06,MA001,131.0,,0.0,RR784510KY-MA-S,156.0,156.0,-25.0,36124.67,26.73623949968545
568,RR784610KP-MA-S,205.0,33295.0,22060.9,0.509231,None,Active,Overstocked / Slow Moving,RING,1.5294518696500976e-05,MA001,41.0,,0.0,RR784610KP-MA-S,44.0,47.0,-3.0,11234.099999999999,33.741102267607744
569,RR784610KW-MA-S,209.0,33695.0,23040.84,0.462403,None,Active,Overstocked / Slow Moving,RING,1.3723193352129396e-05,MA001,57.0,,0.0,RR784610KW-MA-S,59.0,60.0,-2.0,10654.16,31.619409407924024
570,RR784610KY-MA-S,306.0,49810.0,33071.76,0.506118,None,Active,Hot Seller,RING,1.0160971692431235e-05,MA001,1.0,,0.0,RR784610KY-MA-S,19.0,19.0,-18.0,16738.239999999998,33.604175868299535
571,BB005314KY-MA-S,3.0,21900.0,15686.15,0.396136,None,Active,Healthy,TB01,1.8088401826484017e-05,MA001,4.0,,0.0,BB005314KY-MA-S,5.0,5.0,-1.0,6213.85,28.373744292237447
572,R960614KPWB-31-S,14.0,2265.0,1686.59,0.342946,None,Active,Overstocked / Slow Moving,WED BAND,0.0001514110375275,MA001,17.0,,0.0,R960614KPWB-31-S,18.0,20.0,-1.0,578.4100000000001,25.536865342163363
573,R960614KWWB-31-S,64.0,10290.0,7175.56,0.434034,None,Active,Overstocked / Slow Moving,WED BAND,4.21801749271137e-05,MA001,15.0,,0.0,R960614KWWB-31-S,24.0,24.0,-9.0,3114.4399999999996,30.266666666666666
574,R960614KYWB-31-S,52.0,8345.0,5783.19,0.442975,None,Active,Healthy,WED BAND,5.308268424206112e-05,MA001,10.0,,0.0,R960614KYWB-31-S,9.0,12.0,1.0,2561.8100000000004,30.69874176153386
575,AK0011SSYV-QV-S,6.0,855.5,644.49,0.327406,None,Active,Hot Seller,ANKLET,,QV001,1.0,,0.0,AK0011SSYV-QV-S,1.0,1.0,0.0,211.01,24.665108123904147
576,B2805SS-QV-S,4.0,761.5,507.91,0.499281,None,Active,Low Inventory,BRACELET,,QV001,1.0,,0.0,B2805SS-QV-S,3.0,5.0,-2.0,253.58999999999997,33.30137885751805
577,R423214KTT-QV-S,10.0,7177.5,5004.4,0.434237,None,Active,Hot Seller,BRIDAL RING,,QV001,2.0,,0.0,R423214KTT-QV-S,8.0,8.0,-6.0,2173.1000000000004,30.276558690351802
578,R7889SSTTR-QV-S,19.0,4771.94,3641.47,0.310443,None,Active,Healthy,BRIDAL RING,,QV001,8.0,,0.0,R7889SSTTR-QV-S,7.0,11.0,1.0,1130.4699999999998,23.689945808203788
579,E3319SSBLK-QV-S,2.0,665.0,541.13,0.228909,None,Active,Healthy,EARRING,,QV001,0.0,,0.0,E3319SSBLK-QV-S,4.0,6.0,-4.0,123.87,18.627067669172934
580,E3453SSBLKOX-QV-S,6.0,526.0,395.88,0.328685,None,Active,Hot Seller,EARRING,,QV001,1.0,,0.0,E3453SSBLKOX-QV-S,2.0,4.0,-1.0,130.12,24.73764258555133
581,E3453SSYVBLKOXQV-S,-2.0,-180.0,-131.96,0.364049,None,Active,Review,EARRING,,QV001,0.0,,0.0,E3453SSYVBLKOXQV-S,2.0,2.0,-2.0,-48.03999999999999,26.688888888888883
582,E3454SSYVBLK-QV-S,5.0,637.0,488.4,0.304258,None,Active,Hot Seller,EARRING,,QV001,1.0,,0.0,E3454SSYVBLK-QV-S,1.0,3.0,0.0,148.60000000000002,23.328100470957615
583,E3458SSBLK-QV-S,8.0,1088.0,821.76,0.323987,None,Active,Hot Seller,EARRING,,QV001,2.0,,0.0,E3458SSBLK-QV-S,4.0,5.0,-2.0,266.24,24.47058823529412
584,E352114KW-QV-S,1.0,455.0,350.39,0.298553,None,Active,Review,EARRING,,QV001,4.0,,0.0,E352114KW-QV-S,5.0,7.0,-1.0,104.61000000000001,22.991208791208795
585,B268514KY-QV-S,1.0,2435.0,1827.47,0.332443,CLOSEOUT,Active,Review,GB01,,QV001,2.0,,0.0,B268514KY-QV-S,2.0,2.0,0.0,607.53,24.94989733059548
586,B2734SS-QV-S,1.0,1130.0,848.39,0.331934,None,Active,Review,GB01,,QV001,2.0,,0.0,B2734SS-QV-S,2.0,2.0,0.0,281.61,24.921238938053097
587,R12478SSTTR-QV-S,3.0,369.0,987.78,-0.626435,None,Active,Overstocked / Slow Moving,GENTS RING,,QV001,11.0,,0.0,R12478SSTTR-QV-S,11.0,15.0,0.0,-618.78,-167.6910569105691
588,R12806SSTTROX-QV-S,17.0,1445.0,1073.15,0.346503,None,Active,Hot Seller,GENTS RING,,QV001,1.0,,0.0,R12806SSTTROX-QV-S,1.0,1.0,0.0,371.8499999999999,25.733564013840827
589,N1091SSYV-QV-S,3.0,855.0,665.1,0.28552,None,Active,Healthy,NECKLACE,,QV001,4.0,,0.0,N1091SSYV-QV-S,4.0,7.0,0.0,189.89999999999998,22.210526315789473
590,N1102SSYV-QV-S,1.0,140.0,105.46,0.327517,None,Active,Review,NECKLACE,,QV001,0.0,,0.0,N1102SSYV-QV-S,1.0,3.0,-1.0,34.540000000000006,24.671428571428574
591,N120314KW-QV-S,0.0,-51.0,0.0,0.0,CLOSEOUT,Active,Review,NECKLACE,,QV001,3.0,,0.0,N120314KW-QV-S,3.0,6.0,0.0,-51.0,100.0
592,N1205SS-QV-S,6.0,591.0,415.86,0.421151,None,Active,Hot Seller,NECKLACE,,QV001,1.0,,0.0,N1205SS-QV-S,2.0,5.0,-1.0,175.14,29.63451776649746
593,N1205SSYV-QV-S,10.0,1029.0,718.4,0.432349,None,Active,Hot Seller,NECKLACE,,QV001,1.0,,0.0,N1205SSYV-QV-S,1.0,4.0,0.0,310.6,30.184645286686106
594,N1226SS-QV-S,3.0,464.0,368.05,0.260698,None,Active,Healthy,NECKLACE,,QV001,4.0,,0.0,N1226SS-QV-S,4.0,4.0,0.0,95.94999999999999,20.678879310344826
595,N1226SSYV-QV-S,2.0,320.0,239.12,0.33824,None,Active,Healthy,NECKLACE,,QV001,1.0,,0.0,N1226SSYV-QV-S,1.0,1.0,0.0,80.88,25.275
596,N122814KW-QV-S,1.0,445.0,443.85,0.00259,CLOSEOUT,Active,Review,NECKLACE,,QV001,2.0,,0.0,N122814KW-QV-S,2.0,2.0,0.0,1.1499999999999773,0.25842696629212975
597,N122814KY-QV-S,2.0,900.0,757.4,0.188275,CLOSEOUT,Active,Healthy,NECKLACE,,QV001,2.0,,0.0,N122814KY-QV-S,2.0,2.0,0.0,142.60000000000002,15.844444444444447
598,N1229SS-QV-S,0.0,5.0,0.0,0.0,None,Active,Review,NECKLACE,,QV001,2.0,,0.0,N1229SS-QV-S,2.0,2.0,0.0,5.0,100.0
599,N1232SS-QV-S,2.0,820.0,609.5,0.345365,None,Active,Healthy,NECKLACE,,QV001,3.0,,0.0,N1232SS-QV-S,3.0,3.0,0.0,210.5,25.670731707317074
600,P2938SSBK-QV-S,5.0,2000.0,1536.55,0.301617,None,Active,Hot Seller,PENDANT,,QV001,1.0,,0.0,P2938SSBK-QV-S,1.0,4.0,0.0,463.45000000000005,23.172500000000003
601,P296114KW-QV-S,0.0,0.0,0.0,0.0,CLOSEOUT,Active,Review,PENDANT,,QV001,2.0,,0.0,P296114KW-QV-S,2.0,2.0,0.0,0.0,
602,P2963SSYVBLK-QV-S,3.0,1667.5,1359.69,0.226382,None,Active,Low Inventory,PENDANT,,QV001,1.0,,0.0,P2963SSYVBLK-QV-S,1.0,1.0,0.0,307.80999999999995,18.459370314842573
603,P3022SSBK-QV-S,3.0,555.0,426.39,0.301625,None,Active,Low Inventory,PENDANT,,QV001,1.0,,0.0,P3022SSBK-QV-S,1.0,4.0,0.0,128.61,23.172972972972975
604,P3024SSYVBLK-QV-S,9.0,1156.0,910.2,0.27005,None,Active,Hot Seller,PENDANT,,QV001,1.0,,0.0,P3024SSYVBLK-QV-S,4.0,5.0,-3.0,245.79999999999995,21.262975778546707
605,P3027SS-QV-S,3.0,810.0,620.61,0.305167,None,Active,Healthy,PENDANT,,QV001,3.0,,0.0,P3027SS-QV-S,3.0,6.0,0.0,189.39,23.38148148148148
606,P3027SSYV-QV-S,3.0,810.0,633.33,0.278954,None,Active,Low Inventory,PENDANT,,QV001,2.0,,0.0,P3027SSYV-QV-S,1.0,4.0,1.0,176.66999999999996,21.811111111111106
607,P3028SSBLKBK-QV-S,3.0,362.5,292.71,0.238427,None,Active,Low Inventory,PENDANT,,QV001,0.0,,0.0,P3028SSBLKBK-QV-S,2.0,3.0,-2.0,69.79000000000002,19.252413793103454
608,P3033SSTT-QV-S,0.0,0.0,-2.13,-1.0,None,Active,Review,PENDANT,,QV001,3.0,,0.0,P3033SSTT-QV-S,3.0,3.0,0.0,2.13,inf
609,P3039SSYV-QV-S,6.0,1440.0,1130.22,0.274088,None,Active,Hot Seller,PENDANT,,QV001,2.0,,0.0,P3039SSYV-QV-S,2.0,2.0,0.0,309.78,21.5125
610,P3047SSYV-QV-S,9.0,1575.0,1272.04,0.238168,None,Active,Hot Seller,PENDANT,,QV001,2.0,,0.0,P3047SSYV-QV-S,1.0,1.0,1.0,302.96000000000004,19.235555555555557
611,P3048SS-QV-S,4.0,1740.0,1318.92,0.319261,None,Active,Low Inventory,PENDANT,,QV001,2.0,,0.0,P3048SS-QV-S,2.0,2.0,0.0,421.0799999999999,24.199999999999996
612,P3050SSYV-QV-S,1.0,410.0,318.53,0.287162,None,Active,Review,PENDANT,,QV001,1.0,,0.0,P3050SSYV-QV-S,3.0,4.0,-2.0,91.47000000000003,22.30975609756098
613,P3163SSYV-QV-S,1.0,295.0,232.01,0.271496,None,Active,Review,PENDANT,,QV001,2.0,,0.0,P3163SSYV-QV-S,2.0,2.0,0.0,62.99000000000001,21.35254237288136
614,P3357SSYV-QV-S,2.0,756.0,653.16,0.157449,None,Active,Healthy,PENDANT,,QV001,5.0,,0.0,P3357SSYV-QV-S,5.0,5.0,0.0,102.84000000000003,13.603174603174608
615,P335814KY-QV-S,1.0,918.0,839.29,0.093781,CLOSEOUT,Active,Review,PENDANT,,QV001,2.0,,0.0,P335814KY-QV-S,2.0,5.0,0.0,78.71000000000004,8.574074074074078
616,P3359SSYV-QV-S,4.0,682.5,564.96,0.20805,None,Active,Healthy,PENDANT,,QV001,3.0,,0.0,P3359SSYV-QV-S,4.0,4.0,-1.0,117.53999999999996,17.221978021978014
617,P3382SSYVBLK-QV-S,2.0,188.0,119.97,0.567058,None,Active,Healthy,PENDANT,,QV001,1.0,,0.0,P3382SSYVBLK-QV-S,4.0,5.0,-3.0,68.03,36.18617021276596
618,P3386SSBLK-QV-S,5.0,1000.0,794.2,0.259128,None,Active,Hot Seller,PENDANT,,QV001,2.0,,0.0,P3386SSBLK-QV-S,2.0,2.0,0.0,205.79999999999995,20.579999999999995
619,P3389SSBLK-QV-S,2.0,304.0,238.98,0.272072,None,Active,Healthy,PENDANT,,QV001,2.0,,0.0,P3389SSBLK-QV-S,4.0,5.0,-2.0,65.02000000000001,21.388157894736846
620,R1262514KP-QV-S,-1.0,-240.0,-177.76,0.350135,6 closeout,Active,Deadweight,RING,,QV001,9.0,,0.0,R1262514KP-QV-S,8.0,10.0,1.0,-62.24000000000001,25.933333333333337
621,R1262514KP-QV-S,11.0,3348.0,2045.84,0.636491,6 closeout,Active,Healthy,RING,,QV001,9.0,,0.0,R1262514KP-QV-S,8.0,10.0,1.0,1302.16,38.893667861409796
622,R1262514KW-QV-S,15.0,4408.5,2761.73,0.596282,7 closeout,Active,Overstocked / Slow Moving,RING,,QV001,14.0,,0.0,R1262514KW-QV-S,12.0,12.0,2.0,1646.77,37.354428944085285
623,R1262514KY-QV-S,-1.0,-240.0,-177.76,0.350135,3 closeout,Active,Deadweight,RING,,QV001,11.0,,0.0,R1262514KY-QV-S,10.0,10.0,1.0,-62.24000000000001,25.933333333333337
624,R1262514KY-QV-S,21.0,5097.0,3823.44,0.333092,3 closeout,Active,Overstocked / Slow Moving,RING,,QV001,11.0,,0.0,R1262514KY-QV-S,10.0,10.0,1.0,1273.56,24.98646262507357
625,R1262714KP-QV-S,4.0,1030.0,809.28,0.272736,4 closeout,Active,Healthy,RING,,QV001,5.0,,0.0,R1262714KP-QV-S,9.0,10.0,-4.0,220.72000000000003,21.429126213592237
626,R1262714KW-QV-S,11.0,2872.0,2352.66,0.220745,4 closeout,Active,Overstocked / Slow Moving,RING,,QV001,14.0,,0.0,R1262714KW-QV-S,16.0,17.0,-2.0,519.3400000000001,18.082869080779947
627,R1262714KY-QV-S,11.0,2804.33,2350.12,0.19327,2 closeout,Active,Overstocked / Slow Moving,RING,,QV001,13.0,,0.0,R1262714KY-QV-S,14.0,15.0,-1.0,454.21000000000004,16.196738614927632
628,R1325014KW-QV-S,16.0,5217.0,3973.06,0.313093,None,Active,Overstocked / Slow Moving,RING,,QV001,20.0,,0.0,R1325014KW-QV-S,20.0,23.0,0.0,1243.94,23.843971631205672
629,BG2062SS-STK-S,22.0,1320.0,870.86,0.515743,None,Active,Hot Seller,BANGLE,0.0003907143939393,STERLING,3.0,Kay,0.0,BG2062SS-STK-S,4.0,7.0,-1.0,449.14,34.025757575757574
630,BG211710KW-20-S,4.0,1765.06,1255.53,0.405828,None,Active,Low Inventory,BANGLE,0.0002299230621055,STERLING,0.0,Kay,0.0,BG211710KW-20-S,1.0,1.0,-1.0,509.53,28.867573906836025
631,MX113610KYER-20-S,10.0,761.32,656.52,0.159629,None,Active,Hot Seller,BOX SET,0.0002096739872852,STERLING,2.0,Kay,0.0,MX113610KYER-20-S,1.0,1.0,1.0,104.80000000000007,13.765565071192148
632,MX113610KYPD-20-S,5.0,550.86,414.12,0.330194,None,Active,Hot Seller,BOX SET,0.0005994154594633,STERLING,1.0,Kay,0.0,MX113610KYPD-20-S,1.0,1.0,0.0,136.74,24.823004030062084
633,MX113610KYRG-20-S,11.0,994.81,790.08,0.259125,None,Active,Hot Seller,BOX SET,0.0002604768749811,STERLING,3.0,Kay,0.0,MX113610KYRG-20-S,3.0,3.0,0.0,204.7299999999999,20.579809209798846
634,MX1137SSER-20-S,7.0,665.0,465.29,0.429216,None,Active,Hot Seller,BOX SET,0.0006454375939849,STERLING,1.0,Kay,0.0,MX1137SSER-20-S,3.0,3.0,-2.0,199.70999999999998,30.03157894736842
635,MX1137SSER-20-S,-1.0,-95.0,-66.47,0.429216,None,Active,Review,BOX SET,-0.0045180631578947,STERLING,1.0,Kay,0.0,MX1137SSER-20-S,3.0,3.0,-2.0,-28.53,30.03157894736842
636,MX1137SSPD-20-S,6.0,456.0,323.88,0.407928,None,Active,Hot Seller,BOX SET,0.0008945789473684,STERLING,1.0,Kay,0.0,MX1137SSPD-20-S,2.0,2.0,-1.0,132.12,28.97368421052632
637,MX1137SSRG-20-S,11.0,770.0,540.78,0.423869,None,Active,Healthy,BOX SET,0.0005504792207792,STERLING,6.0,Kay,0.0,MX1137SSRG-20-S,5.0,5.0,1.0,229.22000000000003,29.768831168831174
638,MX115814KW-20-S,7.0,1690.09,1634.91,0.033751,None,Active,Hot Seller,BOX SET,1.996994242910141e-05,STERLING,1.0,Kay,0.0,MX115814KW-20-S,2.0,2.0,-1.0,55.179999999999836,3.2649148861894837
639,MX116014KW-20-S,14.0,5625.71,5125.83,0.097521,None,Active,Hot Seller,BOX SET,1.7334878619765326e-05,STERLING,2.0,Kay,0.0,MX116014KW-20-S,1.0,1.0,1.0,499.8800000000001,8.88563399108735
640,B212210KY-ST-S,4.0,5502.31,3522.88,0.561878,None,Active,Healthy,BRACELET,0.0001021167473297,STERLING,3.0,Kay,0.0,B212210KY-ST-S,3.0,3.0,0.0,1979.4300000000003,35.97452706227021
641,B214910KY-ST-S,-1.0,-741.03,-705.34,0.050599,None,Active,Deadweight,BRACELET,-6.82819858845121e-05,STERLING,12.0,Kay Outlet,0.0,B214910KY-ST-S,13.0,13.0,-1.0,-35.68999999999994,4.816269246859093
642,B214910KY-ST-S,17.0,11781.23,9803.84,0.201695,None,Active,Overstocked / Slow Moving,BRACELET,1.7120029063179315e-05,STERLING,12.0,Kay Outlet,0.0,B214910KY-ST-S,13.0,13.0,-1.0,1977.3899999999994,16.784240694732212
643,B230310KW-ST-S,5.0,8614.7,6656.9,0.2941,None,Active,Hot Seller,BRACELET,3.413931999953567e-05,STERLING,3.0,Kay,0.0,B230310KW-ST-S,3.0,4.0,0.0,1957.800000000001,22.726270212543685
644,B231810KW-ST-S,14.0,8445.85,6130.82,0.377605,None,Active,Hot Seller,BRACELET,4.470893989355719e-05,STERLING,2.0,Kay,0.0,B231810KW-ST-S,3.0,3.0,-1.0,2315.0300000000007,27.410266580628363
645,B231910KW-ST-S,7.0,6284.88,4967.66,0.265159,None,Active,Hot Seller,BRACELET,4.218998612543119e-05,STERLING,1.0,Kay,0.0,B231910KW-ST-S,1.0,1.0,0.0,1317.2200000000003,20.958554499051697
646,B232010KW-ST-S,6.0,6912.7,5889.54,0.173724,None,Active,Hot Seller,BRACELET,2.5131135446352366e-05,STERLING,1.0,Kay,0.0,B232010KW-ST-S,2.0,3.0,-1.0,1023.1599999999999,14.801163076656007
647,B232114KW-20-S,3.0,18489.15,15249.0,0.212482,None,Active,Low Inventory,BRACELET,1.149225356492862e-05,STERLING,0.0,Kay,0.0,B232114KW-20-S,1.0,1.0,-1.0,3240.1500000000015,17.52460226673482
648,B235310KP-STK-S,63.0,36915.91,32846.15,0.123903,None,Active,Healthy,BRACELET,3.3563577330208028e-06,STERLING,5.0,Kay,0.0,B235310KP-STK-S,6.0,6.0,-1.0,4069.760000000002,11.024406549913037
649,B235410KP-STK-S,50.0,43691.24,42762.04,0.021729,None,Active,Hot Seller,BRACELET,4.973308150558327e-07,STERLING,1.0,Kay,0.0,B235410KP-STK-S,6.0,6.0,-5.0,929.1999999999971,2.1267421112332747
650,B235410KY-STK-S,40.0,35128.3,33896.81,0.03633,None,Active,Healthy,BRACELET,1.0342088857132283e-06,STERLING,4.0,Kay,0.0,B235410KY-STK-S,4.0,4.0,0.0,1231.4900000000052,3.5056919919267515
651,B235510KP-STK-S,15.0,17510.39,17699.27,-0.010671,None,Active,Hot Seller,BRACELET,-6.094096133781144e-07,STERLING,2.0,Kay,0.0,B235510KP-STK-S,2.0,2.0,0.0,-188.88000000000102,-1.0786738616330136
652,B251910KY-ST-S,7.0,14276.48,10900.78,0.309675,None,Active,Hot Seller,BRACELET,2.1691271237728068e-05,STERLING,2.0,Kay,0.0,B251910KY-ST-S,3.0,3.0,-1.0,3375.699999999999,23.64518424709732
653,B253610KP-STK-S,15.0,7482.1,7222.47,0.035947,None,Active,Hot Seller,BRACELET,4.804399834271127e-06,STERLING,2.0,Kay,0.0,B253610KP-STK-S,2.0,2.0,0.0,259.6300000000001,3.470015102711807
654,B253610KY-STK-S,20.0,10097.71,9777.83,0.032714,None,Active,Hot Seller,BRACELET,3.239744456911518e-06,STERLING,1.0,Kay,0.0,B253610KY-STK-S,1.0,1.0,0.0,319.8799999999992,3.1678469672826735
655,B255610KW-ST-S,4.0,1708.58,874.0,0.954897,None,Active,Low Inventory,BRACELET,0.0005588834002505,STERLING,2.0,Kay,0.0,B255610KW-ST-S,2.0,3.0,0.0,834.5799999999999,48.84641046951269
656,B255710KW-ST-S,15.0,6531.73,3440.88,0.898273,None,Active,Healthy,BRACELET,0.0001375245149447,STERLING,4.0,Kay,0.0,B255710KW-ST-S,6.0,6.0,-2.0,3090.8499999999995,47.32054141858282
657,B2558SS-ST-S,9.0,824.04,635.67,0.296333,None,Active,Healthy,BRACELET,0.0003596099703897,STERLING,4.0,Kay,0.0,B2558SS-ST-S,4.0,5.0,0.0,188.37,22.859327217125383
