Unnamed: 0,Item_id,sales_qty,sales_amt,COGS,profit,Comments,Status,Performance_Category,style_category,profit_margin,Customer,Total_Qty,Brand,Closeout_Qty,style_cd,onhand,stock,Inventory_Difference,profit_amt,profit_margin_pct
287,B2609SSYVBLK-KO-S,3.0,450.0,313.29,0.436368,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Low Inventory,GB01,0.0009697066666666,K029,0.0,Unbranded,0.0,B2609SSYVBLK-KO-S,2.0,2.0,-2.0,136.70999999999998,30.379999999999995
288,R10961SS-33-S,15.0,1875.0,1184.69,0.582692,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,GENTS RING,0.0003107690666666,K029,8.0,Irena Park,0.0,R10961SS-33-S,8.0,8.0,0.0,690.31,36.81653333333333
289,R10961SSYV-33-S,14.0,1750.0,1138.71,0.536826,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,GENTS RING,0.0003067577142857,K029,5.0,Irena Park,0.0,R10961SSYV-33-S,3.0,3.0,2.0,611.29,34.93085714285714
290,R11738SSYVBLK-KO-S,4.0,300.0,165.03,0.817851,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Low Inventory,GENTS RING,0.00272617,K029,1.0,Unbranded,0.0,R11738SSYVBLK-KO-S,3.0,3.0,-2.0,134.97,44.99
291,R11741SSBLK-KO-S,5.0,315.0,210.96,0.493174,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,GENTS RING,0.0015656317460317,K029,2.0,Unbranded,0.0,R11741SSBLK-KO-S,1.0,1.0,1.0,104.03999999999999,33.028571428571425
292,R11742SS-KO-S,6.0,378.0,302.97,0.247648,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,GENTS RING,0.0006551534391534,K029,1.0,Unbranded,0.0,R11742SS-KO-S,1.0,1.0,0.0,75.02999999999997,19.84920634920634
293,R12477SSTTR-KO-S,5.0,725.0,512.13,0.415656,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,GENTS RING,0.0005733186206896,K029,7.0,Unbranded,0.0,R12477SSTTR-KO-S,7.0,7.0,0.0,212.87,29.361379310344827
294,R12804SS-33-S,1.0,105.0,51.94,1.021563,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Deadweight,GENTS RING,0.0097291714285714,K029,8.0,Irena Park,0.0,R12804SS-33-S,9.0,9.0,-1.0,53.06,50.53333333333333
295,R12804SSBKBLK-33-S,9.0,675.0,414.26,0.629411,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,GENTS RING,0.0009324607407407,K029,10.0,Irena Park,0.0,R12804SSBKBLK-33-S,9.0,9.0,1.0,260.74,38.62814814814815
296,R12804SSYV-33-S,2.0,210.0,125.18,0.677584,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,GENTS RING,0.0032265904761904,K029,8.0,Irena Park,0.0,R12804SSYV-33-S,8.0,8.0,0.0,84.82,40.390476190476186
297,R12808SSYV-33-S,2.0,320.0,207.22,0.544252,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,GENTS RING,0.0017007874999999,K029,9.0,Irena Park,0.0,R12808SSYV-33-S,9.0,9.0,0.0,112.78,35.24375
298,PD2279410KW-KO-S,150.0,18084.93,2751.0,5.573947,"SHARED WITH AAFES.COM,  JCP.COM
NEEDS KOHLS INSPECTION, BEFORE RTS
(OLD SKU#90473022)",Active,Hot Seller,,0.0003082094871254,K029,0.0,Unbranded,0.0,PD2279410KW-KO-S,47.0,48.0,-47.0,15333.93,84.78843987784305
299,PD2279410KY-KO-S,18.0,4718.99,1494.47,2.157634,"SHARED WITH AAFES.COM 
NEEDS KOHLS INSPECTION, BEFORE RTS
(OLD SKU#89708009)",Active,Overstocked / Slow Moving,,0.0004572236855767,K029,135.0,Unbranded,0.0,PD2279410KY-KO-S,210.0,225.0,-75.0,3224.5199999999995,68.33072331155606
300,R545310PK-KO-S,-43.0,-8539.37,-2280.29,2.744861,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Deadweight,,-0.0003214360075743,K029,96.0,Irena Park,0.0,R545310PK-KO-S,98.0,99.0,-2.0,-6259.080000000001,73.29674203132082
301,R659910KY-KO-S,18.0,6446.65,1409.76,3.57287,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,,0.0005542211846462,K029,7.0,Unbranded,0.0,R659910KY-KO-S,9.0,9.0,-2.0,5036.889999999999,78.13189796250765
302,R755710KW-KO-S,29.0,5427.74,1502.2,2.613193,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Overstocked / Slow Moving,,0.0004814513959769,K029,56.0,Unbranded,0.0,R755710KW-KO-S,54.0,54.0,2.0,3925.54,72.32365588624363
303,RR016510KW-KO-S,6.0,5325.11,993.6,4.35941,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Overstocked / Slow Moving,,0.0008186516334873,K029,18.0,Unbranded,0.0,RR016510KW-KO-S,18.0,18.0,0.0,4331.509999999999,81.34123050979227
304,RR130210KW-KO-S,2.0,1097.52,691.0,0.588306,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Overstocked / Slow Moving,,0.0005360321452,K029,27.0,Unbranded,0.0,RR130210KW-KO-S,27.0,27.0,0.0,406.52,37.03987171076609
305,RR166310KW-KO-S,10.0,2606.87,2030.36,0.283944,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Overstocked / Slow Moving,,0.0001089214268452,K029,21.0,Unbranded,0.0,RR166310KW-KO-S,21.0,21.0,0.0,576.51,22.115026832945254
306,RR166410KY-KO-S,21.0,5827.7,1524.39,2.822971,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Overstocked / Slow Moving,,0.0004844056832026,K029,27.0,Unbranded,0.0,RR166410KY-KO-S,28.0,28.0,-1.0,4303.3099999999995,73.84233917325874
307,RR175910KW-KO-S,11.0,2191.38,1685.09,0.300452,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Overstocked / Slow Moving,,0.0001371062983143,K029,33.0,Unbranded,0.0,RR175910KW-KO-S,33.0,33.0,0.0,506.2900000000002,23.103706340296988
308,RR177810KY-KO-S,24.0,7228.62,4416.09,0.636882,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Overstocked / Slow Moving,,8.810561351959294e-05,K029,16.0,Unbranded,0.0,RR177810KY-KO-S,15.0,15.0,1.0,2812.5299999999997,38.90825634768461
309,RR178610KY-KO-S,33.0,23815.33,17544.17,0.357449,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,,1.5009197857010587e-05,K029,8.0,Unbranded,0.0,RR178610KY-KO-S,10.0,10.0,-2.0,6271.1600000000035,26.332450568604354
310,RR181010KW-KO-S,8.0,3771.89,2928.07,0.288183,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Overstocked / Slow Moving,,7.64028113227056e-05,K029,19.0,Unbranded,0.0,RR181010KW-KO-S,19.0,19.0,0.0,843.8199999999997,22.371278059540437
311,RR181210KW-KO-S,6.0,2844.13,2229.99,0.2754,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Overstocked / Slow Moving,,9.683101686631764e-05,K029,24.0,Unbranded,0.0,RR181210KW-KO-S,23.0,23.0,1.0,614.1400000000003,21.59324644091516
312,RR1953SSYV-KO-S,1.0,185.0,120.9,0.53019,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Deadweight,,0.0028658918918918,K029,11.0,Unbranded,0.0,RR1953SSYV-KO-S,11.0,11.0,0.0,64.1,34.648648648648646
313,N100010KW-KO-S,1.0,327.26,157.9,1.072577,"NEEDS KOHLS INSPECTION, BEFORE RTS  CLOSEOUT",Active,Review,NECKLACE,0.003277446067347,K029,2.0,Unbranded,0.0,N100010KW-KO-S,2.0,2.0,0.0,169.35999999999999,51.75090142394426
314,N1065SS-KO-S,1.0,128.79,69.32,0.857905,"SHARED WITH ZALES
UPDATE INVENTORTY IN ZALE SHEET           CLOSEOUT",Active,Deadweight,NECKLACE,0.00666127028496,K029,11.0,Irena Park,0.0,N1065SS-KO-S,5.0,5.0,6.0,59.47,46.17594533737092
315,N1067SS-KO-S,2.0,256.74,138.22,0.857473,"SHARED WITH ZALES
UPDATE INVENTORTY IN ZALE SHEET",Active,Healthy,NECKLACE,0.0033398496533457,K029,2.0,Irena Park,0.0,N1067SS-KO-S,2.0,2.0,0.0,118.52000000000001,46.163433824102206
316,N1072SS-KO-S,2.0,253.06,134.42,0.882606,"SHARED WITH ZALES
UPDATE INVENTORTY IN ZALE SHEET",Active,Healthy,NECKLACE,0.0034877341341974,K029,1.0,Irena Park,0.0,N1072SS-KO-S,1.0,1.0,0.0,118.64000000000001,46.88216233304355
317,N1074SS-KO-S,2.0,289.82,251.87,0.150672,"SHARED WITH ZALES
UPDATE INVENTORTY IN ZALE SHEET",Active,Healthy,NECKLACE,0.0005198813056379,K029,0.0,Irena Park,0.0,N1074SS-KO-S,-1.0,-1.0,1.0,37.94999999999999,13.094334414464145
318,N37700SS-KO-S,3.0,255.0,146.19,0.744305,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,NECKLACE,0.0029188431372549,K029,3.0,Unbranded,0.0,N37700SS-KO-S,4.0,4.0,-1.0,108.81,42.67058823529412
319,N38429SS-KO-S,11.0,440.0,273.8,0.607012,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,NECKLACE,0.0013795727272727,K029,2.0,Unbranded,0.0,N38429SS-KO-S,2.0,2.0,0.0,166.2,37.772727272727266
320,N38429SSPV-KO-S,5.0,200.0,124.89,0.601409,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,NECKLACE,0.003007045,K029,1.0,Unbranded,0.0,N38429SSPV-KO-S,1.0,1.0,0.0,75.11,37.555
321,N639SSYV-33-S,1.0,110.0,68.75,0.6,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Review,NECKLACE,0.0054545454545454,K029,2.0,Irena Park,0.0,N639SSYV-33-S,2.0,2.0,0.0,41.25,37.5
322,N66210KW-KO-S,5.0,811.29,542.5,0.495465,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,NECKLACE,0.0006107125688717,K029,0.0,Unbranded,0.0,N66210KW-KO-S,1.0,1.0,-1.0,268.78999999999996,33.13118613566049
323,N669SS-KO-S,7.0,630.0,386.49,0.630055,"SHARED WITH AAFES.COM & ZALES.COM
NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,NECKLACE,0.0010000873015873,K029,4.0,Unbranded,0.0,N669SS-KO-S,1.0,1.0,3.0,243.51,38.65238095238095
324,N670SS-KO-S,5.0,450.0,308.22,0.459996,"SHARED WITH AAFES.COM & ZALES.COM
NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Overstocked / Slow Moving,NECKLACE,0.0010222133333333,K029,45.0,Unbranded,0.0,N670SS-KO-S,3.0,3.0,42.0,141.77999999999997,31.50666666666666
325,N671SS-KO-S,9.0,810.0,491.13,0.649257,"SHARED WITH AAFES.COM & ZALES.COM
NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Overstocked / Slow Moving,NECKLACE,0.0008015518518518,K029,36.0,Unbranded,0.0,N671SS-KO-S,2.0,2.0,34.0,318.87,39.36666666666667
326,N672SS-KO-S,14.0,1260.0,816.46,0.543247,"SHARED WITH AAFES.COM & ZALES.COM
NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,NECKLACE,0.0004311484126984,K029,2.0,Unbranded,0.0,N672SS-KO-S,2.0,2.0,0.0,443.53999999999996,35.2015873015873
327,N673SS-KO-S,11.0,990.0,601.1,0.64698,"SHARED WITH AAFES.COM & ZALES.COM
NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,NECKLACE,0.0006535151515151,K029,0.0,Unbranded,0.0,N673SS-KO-S,2.0,2.0,-2.0,388.9,39.282828282828284
328,N674SS-KO-S,9.0,810.0,496.65,0.630927,"SHARED WITH AAFES.COM & ZALES.COM
NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,NECKLACE,0.0007789222222222,K029,5.0,Unbranded,0.0,N674SS-KO-S,3.0,3.0,2.0,313.35,38.68518518518519
329,N675SS-KO-S,10.0,900.0,551.53,0.631824,"SHARED WITH AAFES.COM & ZALES.COM
NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Overstocked / Slow Moving,NECKLACE,0.0007020266666666,K029,12.0,Unbranded,0.0,N675SS-KO-S,5.0,5.0,7.0,348.47,38.71888888888889
330,N677SS-KO-S,5.0,450.0,272.5,0.651376,"SHARED WITH AAFES.COM & ZALES.COM
NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Overstocked / Slow Moving,NECKLACE,0.0014475022222222,K029,92.0,Unbranded,0.0,N677SS-KO-S,11.0,11.0,81.0,177.5,39.44444444444444
331,N678SS-KO-S,11.0,990.0,589.74,0.678705,"SHARED WITH AAFES.COM & ZALES.COM
NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Overstocked / Slow Moving,NECKLACE,0.0006855606060606,K029,17.0,Unbranded,0.0,N678SS-KO-S,17.0,17.0,0.0,400.26,40.43030303030303
332,N679SS-KO-S,14.0,1260.0,818.56,0.539288,"SHARED WITH AAFES.COM & ZALES.COM
NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,NECKLACE,0.0004280063492063,K029,9.0,Unbranded,0.0,N679SS-KO-S,1.0,2.0,8.0,441.44000000000005,35.03492063492064
333,N746SSBLK-33-S,6.0,330.0,212.07,0.556089,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,NECKLACE,0.0016851181818181,K029,0.0,Irena Park,0.0,N746SSBLK-33-S,1.0,1.0,-1.0,117.93,35.73636363636364
334,N762SSPV-33-S,5.0,600.0,407.68,0.471742,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,NECKLACE,0.0007862366666666,K029,5.0,Irena Park,0.0,N762SSPV-33-S,4.0,4.0,1.0,192.32,32.053333333333335
335,N789SS-KO-S,11.0,550.0,360.48,0.525743,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,NECKLACE,0.0009558963636363,K029,5.0,Unbranded,0.0,N789SS-KO-S,6.0,6.0,-1.0,189.51999999999998,34.458181818181814
336,N789SSYV-KO-S,12.0,600.0,401.66,0.4938,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,NECKLACE,0.000823,K029,4.0,Unbranded,0.0,N789SSYV-KO-S,4.0,4.0,0.0,198.33999999999997,33.056666666666665
337,N790SSYV-KO-S,2.0,100.0,39.78,1.513826,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,NECKLACE,0.0151382599999999,K029,1.0,Unbranded,0.0,N790SSYV-KO-S,2.0,2.0,-1.0,60.22,60.22
338,N85110KW-KO-S,15.0,2458.33,1769.72,0.389106,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,NECKLACE,0.0001582806213974,K029,2.0,Unbranded,0.0,N85110KW-KO-S,2.0,2.0,0.0,688.6099999999999,28.01129221870131
339,N894SS-KO-S,12.0,720.0,592.29,0.21562,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,NECKLACE,0.0002994722222222,K029,1.0,Unbranded,0.0,N894SS-KO-S,2.0,2.0,-1.0,127.71000000000004,17.737500000000004
340,N908SSYV-KO-S,11.0,770.0,605.15,0.272411,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,NECKLACE,0.0003537805194805,K029,8.0,Unbranded,0.0,N908SSYV-KO-S,8.0,8.0,0.0,164.85000000000002,21.40909090909091
341,N943SS-KO-S,47.0,2115.0,1407.78,0.502365,"NEEDS KOHLS INSPECTION, BEFORE RTS  SHARED WITH AAFES.COM AND ZALES.COM",Active,Hot Seller,NECKLACE,0.000237524822695,K029,0.0,Unbranded,0.0,N943SS-KO-S,1.0,1.0,-1.0,707.22,33.43829787234043
342,N943SSYV-KO-S,27.0,1215.0,905.97,0.341104,"NEEDS KOHLS INSPECTION, BEFORE RTS  SHARED  WITH AAFES.COM AND ZALES.COM",Active,Hot Seller,NECKLACE,0.0002807440329218,K029,0.0,Unbranded,0.0,N943SSYV-KO-S,1.0,3.0,-1.0,309.03,25.434567901234566
343,N949SS-KO-S,5.0,315.0,227.32,0.385711,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,NECKLACE,0.0012244793650793,K029,3.0,Unbranded,0.0,N949SS-KO-S,3.0,3.0,0.0,87.68,27.834920634920636
344,N949SSPV-KO-S,0.0,0.0,0.0,0.0,"NEEDS KOHLS INSPECTION, BEFORE RTS   CLOSEOUT",Active,Review,NECKLACE,,K029,4.0,Unbranded,0.0,N949SSPV-KO-S,4.0,4.0,0.0,0.0,
345,N949SSYV-KO-S,1.0,63.0,44.51,0.415412,"NEEDS KOHLS INSPECTION, BEFORE RTS   CLOSEOUT",Active,Review,NECKLACE,0.0065938412698412,K029,4.0,Unbranded,0.0,N949SSYV-KO-S,4.0,4.0,0.0,18.490000000000002,29.34920634920635
346,N966SS-33-S,5.0,700.0,469.03,0.492441,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,NECKLACE,0.0007034871428571,K029,5.0,Irena Park,0.0,N966SS-33-S,5.0,5.0,0.0,230.97000000000003,32.99571428571429
347,N968SSPV-33-S,13.0,1950.0,1313.24,0.484877,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,NECKLACE,0.0002486548717948,K029,2.0,Irena Park,0.0,N968SSPV-33-S,1.0,1.0,1.0,636.76,32.65435897435897
348,P194310KW-KO-S,90.0,8113.53,4853.45,0.671703,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,PENDANT,8.278800965794174e-05,K029,0.0,Unbranded,0.0,P194310KW-KO-S,4.0,4.0,-4.0,3260.08,40.18078444277645
349,P194710KPK-KO-S,11.0,1825.4,1080.32,0.689684,"NEEDS KOHLS INSPECTION, BEFORE RTS  ",Active,Hot Seller,PENDANT,0.0003778262298674,K029,0.0,Unbranded,0.0,P194710KPK-KO-S,1.0,1.0,-1.0,745.0800000000002,40.81735510025201
350,P2018SSPV-KO-S,7.0,315.0,225.05,0.399688,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,PENDANT,0.0012688507936507,K029,1.0,Unbranded,0.0,P2018SSPV-KO-S,1.0,1.0,0.0,89.94999999999999,28.55555555555555
351,P2223SSYV-33-S,3.0,330.0,208.68,0.581368,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Low Inventory,PENDANT,0.0017617212121212,K029,2.0,Irena Park,0.0,P2223SSYV-33-S,2.0,2.0,0.0,121.32,36.76363636363636
352,P2224SSPV-33-S,4.0,440.0,298.07,0.476163,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Low Inventory,PENDANT,0.0010821886363636,K029,1.0,Irena Park,0.0,P2224SSPV-33-S,1.0,1.0,0.0,141.93,32.25681818181818
353,P2290SS-33-S,1.0,55.0,23.97,1.294534,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Review,PENDANT,0.0235369818181818,K029,4.0,Irena Park,0.0,P2290SS-33-S,4.0,4.0,0.0,31.03,56.41818181818182
354,P2290SSYV-33-S,1.0,55.0,34.82,0.579551,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Review,PENDANT,0.0105372909090909,K029,2.0,Irena Park,0.0,P2290SSYV-33-S,2.0,2.0,0.0,20.18,36.69090909090909
355,P230810KW-33-S,0.0,0.0,0.0,0.0,"NEEDS KOHLS INSPECTION, BEFORE RTS  CLOSEOUT",Active,Review,PENDANT,,K029,3.0,Irena Park,0.0,P230810KW-33-S,3.0,3.0,0.0,0.0,
356,P232710KY-33-S,4.0,2533.44,1680.62,0.507443,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Low Inventory,PENDANT,0.0002002980137678,K029,2.0,Irena Park,0.0,P232710KY-33-S,2.0,2.0,0.0,852.8200000000002,33.6625299987369
357,P2385SSPVBLK-33-S,7.0,490.0,322.87,0.517638,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,PENDANT,0.0010564040816326,K029,8.0,Irena Park,0.0,P2385SSPVBLK-33-S,8.0,8.0,0.0,167.13,34.108163265306125
358,P2405SSYV-33-S,2.0,240.0,128.42,0.868867,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,PENDANT,0.0036202791666666,K029,5.0,Irena Park,0.0,P2405SSYV-33-S,6.0,6.0,-1.0,111.58000000000001,46.49166666666667
359,P240710KY-33-S,3.0,895.52,621.85,0.44009,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,PENDANT,0.000491435143827,K029,3.0,Irena Park,0.0,P240710KY-33-S,3.0,3.0,0.0,273.66999999999996,30.559898159728423
360,P250510KW-33-S,2.0,828.58,544.48,0.521782,"NEEDS KOHLS INSPECTION, BEFORE RTS  CLOSEOUT",Active,Healthy,PENDANT,0.0006297303820994,K029,0.0,Irena Park,0.0,P250510KW-33-S,3.0,3.0,-3.0,284.1,34.28757633541722
361,P2594SS-KO-S,3.0,150.0,76.38,0.963864,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,PENDANT,0.00642576,K029,3.0,Unbranded,0.0,P2594SS-KO-S,3.0,3.0,0.0,73.62,49.08
362,P2594SSYV-KO-S,5.0,250.0,128.83,0.940541,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,PENDANT,0.0037621639999999,K029,1.0,Unbranded,0.0,P2594SSYV-KO-S,1.0,1.0,0.0,121.16999999999999,48.467999999999996
363,P2595SS-KO-S,3.0,150.0,78.33,0.914975,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Low Inventory,PENDANT,0.0060998333333333,K029,1.0,Unbranded,0.0,P2595SS-KO-S,1.0,1.0,0.0,71.67,47.78
364,P2595SSYV-KO-S,0.0,0.0,0.0,0.0,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Deadweight,PENDANT,,K029,16.0,Unbranded,0.0,P2595SSYV-KO-S,16.0,16.0,0.0,0.0,
365,P2596SS-KO-S,3.0,150.0,80.16,0.871257,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Low Inventory,PENDANT,0.0058083799999999,K029,1.0,Unbranded,0.0,P2596SS-KO-S,1.0,1.0,0.0,69.84,46.56
366,P2596SSYV-KO-S,4.0,200.0,106.88,0.871257,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Overstocked / Slow Moving,PENDANT,0.004356285,K029,13.0,Unbranded,0.0,P2596SSYV-KO-S,13.0,13.0,0.0,93.12,46.56
367,P2597SS-KO-S,12.0,600.0,332.61,0.803914,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Overstocked / Slow Moving,PENDANT,0.0013398566666666,K029,11.0,Unbranded,0.0,P2597SS-KO-S,10.0,10.0,1.0,267.39,44.565
368,P2597SSYV-KO-S,5.0,250.0,206.33,0.211651,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,PENDANT,0.000846604,K029,4.0,Unbranded,0.0,P2597SSYV-KO-S,2.0,2.0,2.0,43.66999999999999,17.467999999999996
369,P2598SS-KO-S,4.0,200.0,113.84,0.756851,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Low Inventory,PENDANT,0.003784255,K029,2.0,Unbranded,0.0,P2598SS-KO-S,2.0,2.0,0.0,86.16,43.08
370,P2598SSYV-KO-S,5.0,250.0,142.3,0.756851,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,PENDANT,0.003027404,K029,4.0,Unbranded,0.0,P2598SSYV-KO-S,4.0,4.0,0.0,107.69999999999999,43.08
371,P2599SS-KO-S,4.0,200.0,123.81,0.615378,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,PENDANT,0.00307689,K029,3.0,Unbranded,0.0,P2599SS-KO-S,3.0,3.0,0.0,76.19,38.095
372,P2599SSYV-KO-S,7.0,350.0,218.58,0.601244,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,PENDANT,0.00171784,K029,2.0,Unbranded,0.0,P2599SSYV-KO-S,2.0,2.0,0.0,131.42,37.54857142857143
373,P2600SS-KO-S,2.0,100.0,56.76,0.761804,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,PENDANT,0.00761804,K029,8.0,Unbranded,0.0,P2600SS-KO-S,7.0,7.0,1.0,43.24,43.24
374,P2600SSYV-KO-S,-2.0,-100.0,-88.64,0.128158,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Deadweight,PENDANT,-0.00128158,K029,14.0,Unbranded,0.0,P2600SSYV-KO-S,16.0,16.0,-2.0,-11.36,11.36
375,P2601SS-KO-S,5.0,250.0,146.4,0.70765,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,PENDANT,0.0028306,K029,2.0,Unbranded,0.0,P2601SS-KO-S,2.0,2.0,0.0,103.6,41.44
376,P2601SSYV-KO-S,8.0,400.0,234.66,0.704593,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Hot Seller,PENDANT,0.0017614825,K029,1.0,Unbranded,0.0,P2601SSYV-KO-S,1.0,1.0,0.0,165.34,41.335
377,P2602SS-KO-S,3.0,150.0,93.21,0.609269,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,PENDANT,0.0040617933333333,K029,5.0,Unbranded,0.0,P2602SS-KO-S,3.0,3.0,2.0,56.790000000000006,37.86000000000001
378,P2602SSYV-KO-S,3.0,150.0,93.72,0.600512,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Low Inventory,PENDANT,0.0040034133333333,K029,2.0,Unbranded,0.0,P2602SSYV-KO-S,2.0,2.0,0.0,56.28,37.52
379,P2603SS-KO-S,2.0,100.0,64.2,0.557632,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,PENDANT,0.00557632,K029,2.0,Unbranded,0.0,P2603SS-KO-S,2.0,2.0,0.0,35.8,35.8
380,P2603SSYV-KO-S,1.0,50.0,32.1,0.557632,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Review,PENDANT,0.01115264,K029,4.0,Unbranded,0.0,P2603SSYV-KO-S,4.0,4.0,0.0,17.9,35.8
381,P2671SSPVBLK-KO-S,9.0,342.0,160.93,1.125147,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,PENDANT,0.0032899035087719,K029,5.0,Unbranded,0.0,P2671SSPVBLK-KO-S,6.0,6.0,-1.0,181.07,52.944444444444436
382,P2718SS-KO-S,4.0,180.0,176.54,0.019598,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Healthy,PENDANT,0.0001088777777777,K029,4.0,Unbranded,0.0,P2718SS-KO-S,4.0,4.0,0.0,3.460000000000008,1.9222222222222265
383,P2718SSYV-KO-S,1.0,45.0,27.23,0.652589,"NEEDS KOHLS INSPECTION, BEFORE RTS",Active,Deadweight,PENDANT,0.0145019777777777,K029,6.0,Unbranded,0.0,P2718SSYV-KO-S,6.0,6.0,0.0,17.77,39.48888888888889
384,P272710KW9-KO-S,6.0,2103.01,1369.04,0.53612,"CERTIFIED-NEW-NEEDS TO BE INSPECTED BY KOHLS BEFORE UPLOADING
DO NOT SHARE                                                  CLOSEOUT",Active,Healthy,PENDANT,0.0002549298386598,K029,5.0,Together As One ,0.0,P272710KW9-KO-S,6.0,6.0,-1.0,733.9700000000003,34.90092771789008
