Div,AE,Cust Code,Customer,Buyer,Style,Style Description,SKU No.,Metal Kt,Inception Dt.,OM 1/1/24,Shipped_Qty,Returned_Qty,Net_Sales_2024,Net_Sales_2025_YTD,Open_Memo_Qty,Open_Memo_Amt,Sell_Through_Pct,Expected_Sales_6mo,Excess,RA_Issued,Performance_Category
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LE102614KW-DF,5 CTW LCD IN AND OUT HOOP EAR GSI CERT,326775,14K,1/1/2024,28,31,0,15,2,42,79520.0,28.81,6,36.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LE103614KW-48,2 CTW LCD STUD PLUS CTR EARRING GSI CERT,330132,14K,1/1/2024,26,52,0,32,7,39,22645.0,50.0,15,24.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LE108914KW-48,1 CT LCD CIRCLE HOOP EARRING GSI CERT,330148,14K,1/1/2024,65,36,0,11,1,89,98875.0,11.88,5,84.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LE110814KW-48,1 1/2 CTW LCD DANGLING EARRING GSI CERT,330135,14K,1/1/2024,21,15,0,9,3,24,11105.0,33.33,5,19.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LE130314KW-DF,4CTTW LCD STUDS EARRINGS GSI CERT,326773,14K,1/1/2024,16,40,0,16,9,31,36560.0,44.64,10,21.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LE130314KY-48,4CTTW LCD STUDS EARRINGS GSI CERT,332399,14K,1/1/2024,11,18,0,13,3,13,14960.0,55.17,6,7.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LE136114KW-DF,2 CTTW LCD RD DIA STUDS GSI CERT,326771,14K,1/1/2024,33,140,0,84,22,67,38860.0,61.27,40,27.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LE136114KY-48,2 CTTW LCD RD DIA STUDS GSI CERT,332397,14K,1/1/2024,25,91,0,59,11,46,26680.0,60.34,27,19.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LE136214KW-DF,3 CTTW LCD RD DIA STUDS GSI CERT,326772,14K,1/1/2024,23,76,0,34,16,49,45860.0,50.51,19,30.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LE136214KY-48,3 CTTW LCD RD DIA STUDS GSI CERT,332398,14K,1/1/2024,27,49,0,25,10,41,38030.0,46.05,13,28.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LE233014KW-48,1 1/2 CT LCD RD 5 STNS CLASSIC HOOP GSI,330136,14K,1/1/2024,33,50,0,33,3,47,27700.0,43.37,14,33.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LE233114KW-48,2 CTW LCD RD 5 STNS CLASSIC HOOPS GSI,330137,14K,1/1/2024,22,60,0,29,7,46,35810.0,43.9,14,32.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LE252214KW-48,3/4CT  LCD GRAD DANGLNG SCALLOP EAR GSI,330134,14K,1/1/2024,31,37,0,19,4,45,16530.0,33.82,9,36.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LE275914KY-48,3/8 CTW LCD GRAD DANGLNG SCALLOP EAR GSI,330133,14K,1/1/2024,34,30,0,16,4,44,9560.0,31.25,8,36.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LE463714KW-48,2 CTW LCD DIA DA RD CLUST HOOP GSI CERT,332384,14K,1/1/2024,31,30,0,17,5,39,26335.0,36.07,8,31.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LE463814KW-48,2 CTW LCD DIA DANG PEAR CL HOOP GSI CE,332385,14K,1/1/2024,23,27,0,15,3,32,23155.0,36.0,7,25.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LE463914KW-48,2 CTW LCD DIA DANG EMRAL CLU HOOP GSI CE,332386,14K,1/1/2024,23,23,0,12,1,33,23850.0,28.26,5,28.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LR101914KTTR-DF,1 CTW LCD 3/4 CTW CTR GENTS RIN GSI CERT,326761,14K,1/1/2024,31,13,1,14,1,28,21490.0,34.88,6,22.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LR102114KY-48,2 CTW LCD 3 STONE GENTS RING GSI CERT,330121,14K,1/1/2024,20,12,0,11,0,21,18990.0,34.38,4,17.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LR1208914KY-48,1CT LCD MULTIROW CLUSTER GENTS RING GSI,332030,14K,1/1/2024,19,16,0,7,0,28,20525.0,20.0,3,25.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LR108614KW-48,1.75 CTW LCD PEAR DIA SOLITAIRE RING GSI,332032,14K,1/1/2024,25,62,0,35,5,47,39060.0,45.98,15,32.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LR108714KW-48,1.75 CTW LCD OVAL DIA SOLITAIRE RING GSI,332033,14K,1/1/2024,28,70,0,44,8,46,37795.0,53.06,20,26.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LR108814KW-48,1.75CTW LCD EMERALD DIA SOLITAIRE RG GSI,332034,14K,1/1/2024,29,45,0,22,5,47,42755.0,36.49,10,37.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LR820814KW-48,2 CTW LCD DIA 5 COLUMN GENTS RING GSI,332031,14K,1/1/2024,16,20,0,8,2,26,23400.0,27.78,4,22.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LN100714KW-48,5 CTW LCD MENS TENNIS NECKLACE GSI CERT,330127,14K,1/1/2024,2,5,0,1,0,6,13650.0,14.29,0,6.0,,Review
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LN100914KW-48,6 CTW LCD ETERNITY NECKLACE GSI CERT,330927,14K,1/1/2024,26,6,0,9,1,22,47636.0,31.25,4,18.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LN105514KW-48,10 CTW MENS LCD TENNIS NECKLACE GSI CERT,330126,14K,1/1/2024,3,15,0,3,2,13,42875.0,27.78,2,11.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LP101114KW-48,3 CTTW LCD CROSS GENTS PENDANT GSI CERT,330124,14K,1/1/2024,28,21,2,9,1,37,45800.0,21.28,4,33.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LP102014KW-48,2 1/2 CTW LCD HEART PENDANT GSI CERT,330146,14K,1/1/2024,20,26,0,10,0,36,33585.0,21.74,4,32.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LP102614KW-48,1/2 CT LCD MQ & RD DBL HEART PEN,330928,14K,1/1/2024,11,2,0,6,0,7,3178.0,46.15,2,5.0,,Review
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LP105814KW-48,2 CTW LCD DIA PEAR SOLI PENDANT GSI CERT,332390,14K,1/1/2024,12,12,0,10,1,13,12275.0,45.83,4,9.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LP105914KW-48,1 CTW LCD DIA PEAR SOL PENDANT GSI CERT,332389,14K,1/1/2024,23,20,0,12,3,28,15120.0,34.88,6,22.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LP106014KW-48,2 CTW LCD DIA OAVL SOLITA PENDANT GSI CE,332388,14K,1/1/2024,12,13,0,6,1,18,18040.0,28.0,3,15.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LP106114KW-48,1 CTW LCD DIA OVAL SOLI PENDANT GSI CER,332387,14K,1/1/2024,36,27,0,17,1,45,24660.0,28.57,7,38.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LP106214KW-48,2 CTW LCD DIA EMERALD SOL PENDANT GSI CE,332392,14K,1/1/2024,12,10,0,6,1,15,15555.0,31.82,3,12.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LP106314KW-48,1 CTW LCD DIA EMERALD SOL PENDANT GSI CE,332391,14K,1/1/2024,23,23,0,11,2,33,16980.0,28.26,5,28.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LP246214KY-48,1CT LCD GRAD DANGLNG SCALLOP PD GSI CERT,330143,14K,1/1/2024,29,34,0,20,4,39,21280.0,38.1,9,30.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LP258414KW-48,1 CTW LCD CIRCLE JOURNEY PENDANT GSI CER,330141,14K,1/1/2024,20,74,0,40,9,45,16590.0,52.13,19,26.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LP329514KW-DF,1/2 CTW LCD DIA PEND GSI CERT,326782,14K,1/1/2024,35,74,0,47,14,48,10960.0,55.96,23,25.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LP329514KY-48,1/2 CTW LCD DIA PEND GSI CERT,332400,14K,1/1/2024,33,69,0,53,9,40,9830.0,60.78,24,16.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LP359314KW-48,1/2 CTTW LCD CROSS PENDANT GSI CERT,330142,14K,1/1/2024,51,78,0,52,15,62,16540.0,51.94,25,37.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LP396414KW-48,1 1/4CT 4 PRONG RD DIA SOL PEND GSI CERT,330930,14K,1/1/2024,41,60,1,36,7,57,28950.0,43.0,16,41.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LP396414KY-48,1 1/4CT 4 PRONG RD DIA SOL PEND GSI CERT,332401,14K,1/1/2024,34,60,0,35,11,48,24000.0,48.94,18,30.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LP411014KW-48,2 CTW LCD SOLITAIRE RND DIA PENDANT GSI,332027,14K,1/1/2024,30,67,0,46,9,42,34050.0,56.7,21,21.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LP411014KY-48,2 CTW LCD SOLITAIRE RND DIA PENDANT GSI,332402,14K,1/1/2024,11,37,0,14,5,29,21025.0,39.58,7,22.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LR1109114KW-DF,3 CTW LCD MULTI LEVELROWS FASH BAND GSI,326781,14K,1/1/2024,38,27,0,15,6,44,49235.0,32.31,8,36.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LR1305014KW-48,2 CTW LCD DIA PE&RD ANNIVERSARY BAND GSI,332028,14K,1/1/2024,30,48,0,12,1,65,70650.0,16.67,5,60.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LR1419814KW-48,1 1/4CT 6 PRONG HALF RD EASY FIT SOL GSI,330931,14K,1/1/2024,40,53,0,32,6,55,32170.0,40.86,14,41.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LR1419814KY-48,1 1/4CT 6 PRONG HALF RD EASY FIT SOL GSI,332403,14K,1/1/2024,34,63,0,46,8,43,24295.0,55.67,21,22.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LR1419914KW-48,1 3/4 CT 6 PRNG HALF RD EASY FIT SOL GSI,330932,14K,1/1/2024,32,63,0,36,14,45,32625.0,52.63,19,26.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LR1419914KY-48,1 3/4 CT 6 PRNG HALF RD EASY FIT SOL GSI,332404,14K,1/1/2024,20,64,0,33,13,38,28660.0,54.76,18,20.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LR1420014KW-48,2 3/4 CT 6 PRNG HALF RD EASY FIT SOL GSI,330933,14K,1/1/2024,25,94,0,56,12,51,54725.0,57.14,26,25.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LR1420014KY-48,2 3/4 CT 6 PRNG HALF RD EASY FIT SOL GSI,332405,14K,1/1/2024,11,38,0,18,9,22,23200.0,55.1,10,12.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LR1433814KW-48,3 CTW LCD DIA MULTI ROW FASHION RING GSI,332029,14K,1/1/2024,32,46,0,12,0,66,69550.0,15.38,5,61.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LR1522114KW-48,3 CTW LCD DIA 5 STONE EMERALD RING GSI,332036,14K,1/1/2024,22,16,0,4,2,32,33570.0,15.79,2,30.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LR1522214KW-48,3 1/4 CTW LCD DIA 3 STONE OVAL RING GSI,332035,14K,1/1/2024,26,45,0,29,18,24,28800.0,66.2,18,6.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LR1525014KW-48,1 1/4 CTW LCD DIA 5 STONE OVAL RING GSI,332393,14K,1/1/2024,36,34,1,21,6,42,21570.0,39.13,10,32.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LR1525114KW-48,2 1/4 CTW LCD DIA 9 STONE OVAL RING GSI,332394,14K,1/1/2024,36,30,0,26,4,36,28150.0,45.45,11,25.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LR589914KW-DF,2CTTW LCD DBLMILG VERTICAL ANNIVBAND GSI,326779,14K,1/1/2024,28,45,0,17,5,51,42500.0,30.14,8,43.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LBB016514KW-48,7CTW LCD DIA CHEVRON BRACELET GSI,332025,14K,1/1/2024,18,46,0,9,3,52,93600.0,18.75,5,47.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LR1154414KW-48,3 CTW LCD DIA 5 STNS OVAL ANN BAND GSI C,332395,14K,1/1/2024,24,22,0,15,9,22,23300.0,52.17,9,13.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LR1155014KW-48,3 CTW LCD DIA 5 STNS CUSH ANN BAND GSI C,332396,14K,1/1/2024,24,39,0,20,6,37,41625.0,41.27,10,27.0,,Slow Mover
AJ,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,E223914KWII1I2-DF,14KW EAR IN/OUT HOOP D.50 I I1-I2,317236,14K,1/1/2024,16,0,0,9,1,6,3977.71,62.5,4,2.0,,Review
AJ,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,E224614KWII1I2-DF,14KW EAR BAR HOOP D2.00 I I1-I2,317229,14K,1/1/2024,25,0,0,5,1,19,32470.03,24.0,2,17.0,,Slow Mover
AJ,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,P187014KW-DF,3/4 CTW 5 STN S FRAMED MATCHING PENDAN,322808,14K,1/1/2024,37,0,0,10,0,27,19834.02,27.03,4,23.0,,Dead Weight
AJ,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,R423314KTTR-DF,1CTTW 5 STONES GENTS BAND,322825,14K,1/1/2024,15,0,1,5,0,9,11014.24,35.71,2,7.0,DFM08162024,Dead Weight
AJ,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,R981314KTT-DF,2 CTW CLUSTER GENTS RG,326586,14K,1/1/2024,22,0,0,10,2,10,13000.0,54.55,5,5.0,,Slow Mover
AJ,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,B238514KY-DF,1 CTW ALTER BLK DIA GENT BRACELET JD,326593,14K,1/1/2024,19,0,0,13,0,6,8820.0,68.42,5,1.0,,Dead Weight
AJ,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,E315114KBKBLK-DF,1/3 CTW BLK CIRCLE MENS EARRINGS,326594,14K,1/1/2024,31,0,0,16,1,14,3080.0,54.84,6,8.0,,Slow Mover
AJ,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,E337414KYBLK-DF,2.00 CTW BLACK DIA STUD,326598,14K,1/1/2024,31,0,0,7,1,23,6060.0,25.81,3,20.0,,Slow Mover
AJ,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,R1266814KW-DF,1/4 CTW PEAR & ROUND FASHION RING,327486,14K,1/1/2024,40,0,0,14,3,23,8970.0,42.5,6,17.0,,Slow Mover
AJ,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,N99314KW-DF,1/6 CTW DOUBLE HEART NECKLACE,327447,14K,1/1/2024,38,0,0,15,1,22,7040.0,42.11,6,16.0,,Slow Mover
AJ,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,R884214KW-DF,2 CTW QUAD DIA ENG RING,327480,14K,1/1/2024,37,0,0,7,1,29,38685.0,21.62,3,26.0,,Slow Mover
AJ,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,R1268814KW-DF,1 1/2 CTW 3 STONE RING,327472,14K,1/1/2024,7,0,0,-1,1,7,12900.0,0.0,0,7.0,,Review
AJ,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,R1268414KY-DF,1/2 CTW FASHION RING,327488,14K,1/1/2024,19,0,0,9,2,8,4320.0,57.89,4,4.0,,Review
AJ,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,E337314KWBLK-DF,1 1/2  CTW BLACK DIA STUD,327334,14K,1/1/2024,15,0,0,10,1,4,720.0,73.33,4,,,Review
AJ,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,B261514KY-DF,5 CTW CUSSHION SHAPED COMPOSITE BRACELET,327491,14K,1/1/2024,16,0,0,8,1,7,23380.0,56.25,3,4.0,,Review
AJ,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,E225114KYII1I2-DF,14KY EAR RD/BAG HOOP D.50 I I1-I2,317226,14K,1/1/2024,22,0,0,13,3,6,4020.0,72.73,6,,,Review
AJ,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,R449914KW75M-DF,2.50CTTTW COMP.HEAD INSERT BRIDAL SET,322401,14K,1/1/2024,30,0,26,2,0,2,4750.0,50.0,1,1.0,DFM01312024,Dead Weight
AJ,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,R570514KTTR-DF,1CTTW 5 STONE GENTS RING,322813,14K,1/1/2024,16,0,0,8,1,7,9170.0,56.25,3,4.0,,Review
AJ,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,R684614KW-DF,2 1/5 CTW HALO 3 ST PLUS X SHNK 1 CT RD,327479,14K,1/1/2024,10,0,1,1,0,8,29910.0,11.11,0,8.0,DFM08162024,Dead Weight
AJ,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,R783314KTTR-DF,1 1/4 CTW CUSH HALO TWIST DESGN SHK 1/2R,327468,14K,1/1/2024,19,0,0,3,1,15,19010.0,21.05,2,13.0,,Slow Mover
AJ,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,R1158514KW-DF,1 CTW RD 3 STNS PLUS ENG RG,327464,14K,1/1/2024,39,0,0,11,4,24,20950.0,38.46,6,18.0,,Slow Mover
AJ,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,R820814KY-DF,2 CTW 5 COLUMN GENTS RING,326583,14K,1/1/2024,17,0,0,6,0,11,14300.0,35.29,2,9.0,,Dead Weight
AJ,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,B262714KW-DF,5 CTW CUSHION HALO BRACELET,327492,14K,1/1/2024,8,0,0,3,0,5,20290.0,37.5,1,4.0,,Dead Weight
AJ,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,R1000214KY-DF,2 CTW INV W/2 ROWS HALO GENTS,322824,14K,1/1/2024,27,0,0,9,1,17,21276.01,37.04,4,13.0,,Slow Mover
AJ,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,R976714KTTR-DF,1 CTW 2 ROW DIA GENTS,326580,14K,1/1/2024,21,0,0,8,0,13,11635.0,38.1,3,10.0,,Dead Weight
AJ,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,E337414KWBLK-DF,2.00 CTW BLACK DIA STUD,327335,14K,1/1/2024,20,0,0,6,2,12,3240.0,40.0,3,9.0,,Slow Mover
AJ,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,R852414KW-DF,2 CTTW RD/BG BAND,327459,14K,1/1/2024,19,0,0,2,1,16,22960.0,15.79,1,15.0,,Slow Mover
AJ,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,R921714KW-DF,3 CTW RD CLUSTER HALO END RING,327482,14K,1/1/2024,15,0,0,6,1,8,16400.0,46.67,3,5.0,,Review
AJ,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,R1074414KW-DF,2 CTW RD/BAG MULTI ROWS FASH BAND,322817,14K,1/1/2024,40,0,0,12,4,24,36292.64,40.0,6,18.0,,Slow Mover
AJ,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,R984014KW-DF,3/4 CTW 3 STNS ENG RING,327463,14K,1/1/2024,18,0,0,3,1,14,12265.0,22.22,2,12.0,,Slow Mover
AJ,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,R668514KW-DF,1 1/2CTW 3 STN PLUS TRELLIS HALO W 1/2P/,327474,14K,1/1/2024,8,0,0,3,0,5,7780.0,37.5,1,4.0,,Dead Weight
AJ,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,R686914KW-DF,3/4 CTW 3 STN LOOK CLUSTER BYPASS RING,327462,14K,1/1/2024,17,0,0,6,3,8,5680.0,52.94,3,5.0,,Review
AJ,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,R756914KW-DF,1 1/4 CTW 3 STN+ 1/2PC CTR RD SIDES HALO,327467,14K,1/1/2024,16,0,0,5,0,11,13750.0,31.25,2,9.0,,Dead Weight
AJ,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,RR190214KW-DF,1 CTW PR/RD DIA INV CTR SQ HALO RING,327455,14K,1/1/2024,18,0,0,5,2,11,8560.0,38.89,3,8.0,,Slow Mover
AJ,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,R788114KW-DF,1 1/2 CTW 3 STN+ DIA SHP HALO 1/2RD CTR,327471,14K,1/1/2024,19,0,0,2,0,17,25840.0,10.53,1,16.0,,Dead Weight
AJ,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,R1268814KY-DF,1 1/2 CTW 3 STONE RING,327473,14K,1/1/2024,11,0,0,2,1,8,14640.0,27.27,1,7.0,,Review
AJ,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,B263714KW-DF,10CTW CUSSHION SHAPED COMPOSITE BRACELET,327493,14K,1/1/2024,9,0,0,0,1,8,48075.0,11.11,0,8.0,,Review
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LR103614KW-DF,11/2 CTW LCD 3 STONE GENTS RING GSI CERT,326760,14K,1/1/2024,22,0,0,3,1,18,32400.0,18.18,2,16.0,,Slow Mover
NL,Rosanna Martinez,D056,DUTY FREE CARIBBEAN EMERALDS LTD.,Tracy Luekens,LR1182214KW-DF,3 CTW LCD BYPASS FASH RING GSI CERT,326780,14K,1/1/2024,11,0,0,2,0,9,13145.0,18.18,1,8.0,,Dead Weight
